dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize20	PowerAtEffectSize50	numTSSEnhGene	distanceToTSS	normalizedDNase_enh	normalizedDNase_prom	numNearbyEnhancers	sumNearbyEnhancers	ubiquitousExpressedGene	numCandidateEnhGene	3DContactAvgHicTrack2	3DContactAvgHicTrack2_squared	activityEnhDNaseOnlyAvgHicTrack2_squared	activityPromDNaseOnlyAvgHicTrack2	ABCScoreDNaseOnlyAvgHicTrack2
FlowFISH_K562	chr11	3345635	3346135	HBE1|chr11:3366865-3367365:*	0.07522902	chr11	5505651.0	5505652.0	HBE1	False	0.983456805451	0.999998028858	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	53	1924258	6.800454	0.614506	1	3.190607	0	121	9e-06	8.1e-11	46.246174606116	0.614506	2e-05
FlowFISH_K562	chr11	3404095	3405035	HBE1|chr11:3425325-3426265:*	0.05967325	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.999278544596	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	50	1865578	9.924658	0.614506	2	2.829153	0	117	0.000138	1.9044e-08	98.498836416964	0.614506	0.000431
FlowFISH_K562	chr11	3408215	3409115	HBE1|chr11:3429445-3430345:*	-0.00036393	chr11	5505651.0	5505652.0	HBE1	False	0.846461063242	0.999671070349	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	50	1861478	2.06995	0.614506	1	9.924658	0	116	7.1e-05	5.041e-09	4.2846930025	0.614506	4.6e-05
FlowFISH_K562	chr11	3416895	3417395	HBE1|chr11:3438125-3438625:*	0.05284707	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.822437537062	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	50	1852998	0.930377	0.614506	0	0.0	0	115	0.0	0.0	0.865601362129	0.614506	0.0
FlowFISH_K562	chr11	3422455	3422955	HBE1|chr11:3443685-3444185:*	0.00525852	chr11	5505651.0	5505652.0	HBE1	False	0.846461063242	0.99999259346	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	50	1847438	17.747396	0.614506	0	0.0	0	114	1.2e-05	1.44e-10	314.970064780816	0.614506	6.7e-05
FlowFISH_K562	chr11	3505975	3506475	HBE1|chr11:3527205-3527705:*	0.06717458	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.905757930134	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	0	1763918	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0
FlowFISH_K562	chr11	3579575	3580075	HBE1|chr11:3600805-3601305:*	-0.0895843	chr11	5505651.0	5505652.0	HBE1	False	0.435003559484	0.974306828458	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	49	1690318	1.003029	0.614506	1	0.641547	0	103	0.0	0.0	1.006067174841	0.614506	0.0
FlowFISH_K562	chr11	3609575	3610115	HBE1|chr11:3630805-3631345:*	-0.02557413	chr11	5505651.0	5505652.0	HBE1	False	0.466838498236	0.999999700731	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	49	1660298	1.582156	0.614506	2	2.5103	0	100	8.4e-05	7.056e-09	2.503217608336	0.614506	4.2e-05
FlowFISH_K562	chr11	3614155	3615035	HBE1|chr11:3635385-3636265:*	0.0052052	chr11	5505651.0	5505652.0	HBE1	False	0.877345771166	0.998678698395	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	49	1655548	1.058273	0.614506	1	1.582156	0	99	0.00011	1.21e-08	1.119941742529	0.614506	3.7e-05
FlowFISH_K562	chr11	3801895	3802395	HBE1|chr11:3823125-3823625:*	0.01810731	chr11	5505651.0	5505652.0	HBE1	False	0.982456342633	0.836257996608	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	0	1467998	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0
FlowFISH_K562	chr11	3824675	3825195	HBE1|chr11:3845905-3846425:*	0.0596111	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.999999978927	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	43	1445208	14.463824	0.614506	0	0.0	0	96	9.8e-05	9.604e-09	209.202204702976	0.614506	0.000444
FlowFISH_K562	chr11	3825255	3825755	HBE1|chr11:3846485-3846985:*	0.05409503	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.999818799083	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	43	1444638	14.463824	0.614506	0	0.0	0	96	9.8e-05	9.604e-09	209.202204702976	0.614506	0.000444
FlowFISH_K562	chr11	3825855	3826395	HBE1|chr11:3847085-3847625:*	0.02757339	chr11	5505651.0	5505652.0	HBE1	False	0.983456805451	0.965988003287	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	43	1444018	14.463824	0.614506	0	0.0	0	96	9.8e-05	9.604e-09	209.202204702976	0.614506	0.000444
FlowFISH_K562	chr11	3831615	3832135	HBE1|chr11:3852845-3853365:*	0.1157877	chr11	5505651.0	5505652.0	HBE1	False	0.846461063242	0.976338315014	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	43	1438268	5.919474	0.614506	3	21.858693	0	95	6.6e-05	4.356e-09	35.040172436676	0.614506	0.000123
FlowFISH_K562	chr11	3834495	3835395	HBE1|chr11:3855725-3856625:*	0.04443549	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.999999939204	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	43	1435198	19.073815	0.614506	6	22.681083	0	93	6.6e-05	4.356e-09	363.810418654225	0.614506	0.000397
FlowFISH_K562	chr11	3837695	3838215	HBE1|chr11:3858925-3859445:*	0.09071359	chr11	5505651.0	5505652.0	HBE1	False	0.967834268322	0.999900076768	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	43	1432188	7.320377	0.614506	5	28.515047	0	90	8.4e-05	7.056e-09	53.587919422129	0.614506	0.000194
FlowFISH_K562	chr11	3839095	3839635	HBE1|chr11:3860325-3860865:*	0.05803713	chr11	5505651.0	5505652.0	HBE1	False	0.995272609284	0.999914077431	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	43	1430778	4.607153	0.614506	4	29.389427	0	89	8.4e-05	7.056e-09	21.225858765409	0.614506	0.000122
FlowFISH_K562	chr11	3849115	3849635	HBE1|chr11:3870345-3870865:*	0.07411536	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.989594889721	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	42	1420768	2.690075	0.614506	1	2.161953	0	88	0.000126	1.5876e-08	7.236503505625	0.614506	0.000107
FlowFISH_K562	chr11	3859475	3860235	HBE1|chr11:3880705-3881465:*	0.07910144	chr11	5505651.0	5505652.0	HBE1	False	0.982456342633	0.999999998783	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1410288	6.58337	0.614506	2	4.133231	0	86	4.8e-05	2.304e-09	43.3407605569	0.614506	9.8e-05
FlowFISH_K562	chr11	3860795	3861295	HBE1|chr11:3882025-3882525:*	0.07103007	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.999814642608	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1409098	3.249692	0.614506	2	7.466909	0	85	9.1e-05	8.281e-09	10.560498094864	0.614506	9.3e-05
FlowFISH_K562	chr11	3865695	3866655	HBE1|chr11:3886925-3887885:*	0.03039849	chr11	5505651.0	5505652.0	HBE1	False	0.982456342633	0.993933403412	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1403968	7.813283	0.614506	2	19.875016	0	83	7e-05	4.9e-09	61.047391238089	0.614506	0.000172
FlowFISH_K562	chr11	3867355	3867855	HBE1|chr11:3888585-3889085:*	0.01479577	chr11	5505651.0	5505652.0	HBE1	False	0.892111934732	0.999998092404	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1402538	18.991477	0.614506	2	12.462924	0	82	7e-05	4.9e-09	360.676198641529	0.614506	0.000418
FlowFISH_K562	chr11	3871155	3871655	HBE1|chr11:3892385-3892885:*	0.05418742	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.999025747415	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1398738	4.649641	0.614506	1	18.991477	0	81	7e-05	4.9e-09	21.619161428881	0.614506	0.000103
FlowFISH_K562	chr11	3878615	3879135	HBE1|chr11:3899845-3900365:*	0.08436533	chr11	5505651.0	5505652.0	HBE1	False	0.982456342633	0.993596115881	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1391268	6.245123	0.614506	3	3.149342	0	79	0.000111	1.2321e-08	39.001561285129	0.614506	0.000218
FlowFISH_K562	chr11	3894095	3894675	HBE1|chr11:3915325-3915905:*	-0.02846137	chr11	5505651.0	5505652.0	HBE1	False	0.466838498236	0.999993337548	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1375758	2.252042	0.614506	2	3.713599	0	75	7.5e-05	5.625e-09	5.071693169764	0.614506	5.3e-05
FlowFISH_K562	chr11	3903475	3903975	HBE1|chr11:3924705-3925205:*	0.11636695	chr11	5505651.0	5505652.0	HBE1	False	0.846461063242	0.999347088634	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1366418	1.839687	0.614506	2	2.778093	0	72	9.3e-05	8.649e-09	3.384448257969	0.614506	5.4e-05
FlowFISH_K562	chr11	3904915	3905415	HBE1|chr11:3926145-3926645:*	0.05141407	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.999517341335	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1364978	1.375253	0.614506	2	3.242527	0	71	3.4e-05	1.156e-09	1.891320814009	0.614506	1.5e-05
FlowFISH_K562	chr11	3954395	3954915	HBE1|chr11:3975625-3976145:*	0.00450323	chr11	5505651.0	5505652.0	HBE1	False	0.912207910257	0.99290694142	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1315488	1.873614	0.614506	4	5.131028	0	66	9e-06	8.1e-11	3.510429420996	0.614506	5e-06
FlowFISH_K562	chr11	3958755	3959375	HBE1|chr11:3979985-3980605:*	0.04199854	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.999992201497	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1311078	1.698984	0.614506	3	3.579789	0	63	5.7e-05	3.249e-09	2.886546632256	0.614506	3.1e-05
FlowFISH_K562	chr11	3971415	3972295	HBE1|chr11:3992645-3993525:*	0.16298112	chr11	5505651.0	5505652.0	HBE1	False	0.846461063242	0.804001637599	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1298288	0.712875	0.614506	1	1.716014	0	61	2.4e-05	5.76e-10	0.508190765625	0.614506	5e-06
FlowFISH_K562	chr11	3976935	3977495	HBE1|chr11:3998165-3998725:*	-0.01602298	chr11	5505651.0	5505652.0	HBE1	False	0.846461063242	0.998173119378	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1292928	1.716014	0.614506	1	0.712875	0	60	4.6e-05	2.116e-09	2.944704048196	0.614506	2.5e-05
FlowFISH_K562	chr11	3984855	3985355	HBE1|chr11:4006085-4006585:*	-0.05183805	chr11	5505651.0	5505652.0	HBE1	False	0.128250050235	0.999999995551	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1285038	3.573806	0.614506	0	0.0	0	59	7.3e-05	5.329e-09	12.772089325636	0.614506	8.2e-05
FlowFISH_K562	chr11	3993915	3994415	HBE1|chr11:4015145-4015645:*	-0.02300379	chr11	5505651.0	5505652.0	HBE1	False	0.846461063242	0.922757711716	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1275978	1.401562	0.614506	1	3.402371	0	58	4.5e-05	2.025e-09	1.964376039844	0.614506	2e-05
FlowFISH_K562	chr11	3995895	3996415	HBE1|chr11:4017125-4017645:*	0.05363814	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.999999386014	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1273988	3.402371	0.614506	1	1.401562	0	57	0.000146	2.1316e-08	11.576128421641	0.614506	0.000156
FlowFISH_K562	chr11	4043955	4044495	HBE1|chr11:4065185-4065725:*	0.08707607	chr11	5505651.0	5505652.0	HBE1	False	0.982456342633	0.999487332825	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1225918	1.502724	0.614506	0	0.0	0	55	6.9e-05	4.761e-09	2.258179420176	0.614506	3.2e-05
FlowFISH_K562	chr11	4072595	4073155	HBE1|chr11:4093825-4094385:*	0.09567253	chr11	5505651.0	5505652.0	HBE1	False	0.944568866097	0.999838853069	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1197268	3.436129	0.614506	0	0.0	0	53	9.1e-05	8.281e-09	11.806982504641	0.614506	9.8e-05
FlowFISH_K562	chr11	4091955	4092475	HBE1|chr11:4113185-4113705:*	0.02123284	chr11	5505651.0	5505652.0	HBE1	False	0.982456342633	0.999808283554	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	41	1177928	3.666615	0.614506	1	0.736872	0	51	5.4e-05	2.916e-09	13.444065558225	0.614506	6.3e-05
FlowFISH_K562	chr11	4145695	4146935	HBE1|chr11:4166925-4168165:*	0.09800599	chr11	5505651.0	5505652.0	HBE1	False	0.912207910257	0.999980422596	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	40	1123828	7.489993	0.614506	1	0.942145	0	48	0.000222	4.9284e-08	56.099995140049	0.614506	0.000523
FlowFISH_K562	chr11	4182015	4182535	HBE1|chr11:4203245-4203765:*	0.05247865	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.999978076925	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	40	1087868	4.747385	0.614506	1	0.916549	0	45	0.000317	1.00489e-07	22.537664338225	0.614506	0.000473
FlowFISH_K562	chr11	4184495	4184995	HBE1|chr11:4205725-4206225:*	-0.00771111	chr11	5505651.0	5505652.0	HBE1	False	0.742137392925	0.999999999811	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	40	1085398	0.916549	0.614506	1	4.747385	0	44	0.000317	1.00489e-07	0.840062069401	0.614506	9.1e-05
FlowFISH_K562	chr11	4194815	4195335	HBE1|chr11:4216045-4216565:*	0.0346704	chr11	5505651.0	5505652.0	HBE1	False	0.982456342633	0.99998886419	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	39	1075068	2.783689	0.614506	2	2.402635	0	42	0.000329	1.08241e-07	7.748924448721	0.614506	0.000288
FlowFISH_K562	chr11	4493195	4493695	HBE1|chr11:4514425-4514925:*	0.01464162	chr11	5505651.0	5505652.0	HBE1	False	0.982456342633	0.997689692726	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	35	776698	1.120412	0.614506	0	0.0	0	38	0.000206	4.2436e-08	1.255323049744	0.614506	7.3e-05
FlowFISH_K562	chr11	4539475	4539975	HBE1|chr11:4560705-4561205:*	-0.02062667	chr11	5505651.0	5505652.0	HBE1	False	0.600189196236	0.999999960114	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	35	730418	1.16068	0.614506	0	0.0	0	37	0.000245	6.0025e-08	1.3471780624	0.614506	8.9e-05
FlowFISH_K562	chr11	4626095	4626635	HBE1|chr11:4647325-4647865:*	0.03847498	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.95774707572	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	30	643778	4.486054	0.614506	0	0.0	0	35	0.000483	2.33289e-07	20.124680490916	0.614506	0.000681
FlowFISH_K562	chr11	4636835	4637355	HBE1|chr11:4658065-4658585:*	0.05426002	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.999992171445	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	30	633048	3.390443	0.614506	0	0.0	0	34	0.000299	8.9401e-08	11.495103736249	0.614506	0.000318
FlowFISH_K562	chr11	4658455	4659495	HBE1|chr11:4679685-4680725:*	0.07119471	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.99999227097	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	28	611168	4.393096	0.614506	0	0.0	0	33	0.000276	7.6176e-08	19.299292465216	0.614506	0.000381
FlowFISH_K562	chr11	4890355	4890855	HBE1|chr11:4911585-4912085:*	0.03521118	chr11	5505651.0	5505652.0	HBE1	False	0.982456342633	0.999997677762	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	0	379538	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0
FlowFISH_K562	chr11	4891935	4892475	HBE1|chr11:4913165-4913705:*	-0.00109209	chr11	5505651.0	5505652.0	HBE1	False	0.846461063242	0.999996135887	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	21	377938	1.414723	0.614506	0	0.0	0	31	0.00041	1.681e-07	2.001441166729	0.614506	0.000182
FlowFISH_K562	chr11	4990975	4991535	HBE1|chr11:5012205-5012765:*	0.03914723	chr11	5505651.0	5505652.0	HBE1	False	0.982456342633	0.9999998462	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	15	278888	1.925875	0.614506	0	0.0	0	30	0.000574	3.29476e-07	3.708994515625	0.614506	0.000348
FlowFISH_K562	chr11	5124035	5124535	HBE1|chr11:5145265-5145765:*	0.06248412	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.999917497391	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	11	145858	6.580456	0.614506	1	0.625861	0	26	0.001241	1.540081e-06	43.302401167936	0.614506	0.002568
FlowFISH_K562	chr11	5129295	5129835	HBE1|chr11:5150525-5151065:*	-0.05954179	chr11	5505651.0	5505652.0	HBE1	False	0.466838498236	0.989351555056	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	11	140578	7.126701	0.614506	1	0.625861	0	24	0.001065	1.134225e-06	50.789867143401	0.614506	0.002386
FlowFISH_K562	chr11	5171815	5172315	HBE1|chr11:5193045-5193545:*	0.06723772	chr11	5505651.0	5505652.0	HBE1	False	0.989919227926	0.889652045524	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	9	98078	2.470034	0.614506	0	0.0	0	20	0.001703	2.900209e-06	6.101067961156	0.614506	0.001322
FlowFISH_K562	chr11	5196035	5196535	HBE1|chr11:5217265-5217765:*	0.08846575	chr11	5505651.0	5505652.0	HBE1	False	0.982456342633	0.998523503088	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	8	73858	6.19312	0.614506	1	1.24225	0	19	0.002346	5.503716e-06	38.3547353344	0.614506	0.00457
FlowFISH_K562	chr11	5204735	5205255	HBE1|chr11:5225965-5226485:*	-0.0377189	chr11	5505651.0	5505652.0	HBE1	False	0.399113176206	0.999999959458	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	7	65148	8.522766	0.614506	2	1.682165	0	17	0.002742	7.518564e-06	72.637540290756	0.614506	0.007348
FlowFISH_K562	chr11	5224435	5225275	HBE1|chr11:5245665-5246505:*	0.02971878	chr11	5505651.0	5505652.0	HBE1	False	0.982456342633	0.999999889384	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	7	45288	7.717074	0.614506	1	0.682667	0	14	0.003651	1.3329801e-05	59.553231121476	0.614506	0.00886
FlowFISH_K562	chr11	5225415	5225955	HBE1|chr11:5246645-5247185:*	0.0328367	chr11	5505651.0	5505652.0	HBE1	False	0.982456342633	0.999999999483	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	7	44458	7.717074	0.614506	1	0.682667	0	14	0.003651	1.3329801e-05	59.553231121476	0.614506	0.00886
FlowFISH_K562	chr11	5258555	5259055	HBE1|chr11:5279785-5280285:*	0.00088748	chr11	5505651.0	5505652.0	HBE1	False	0.846461063242	0.99999856477	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	1	11338	7.073782	0.614506	2	2.145418	0	2	0.009465	8.9586225e-05	50.038391783524	0.614506	0.021054
FlowFISH_K562	chr11	5275735	5276235	HBE1|chr11:5296965-5297465:*	-0.32358968	chr11	5505651.0	5505652.0	HBE1	True	3.07477010334e-13	0.993058229513	True	K562	Klann2017	True	0.0	0.0	0.0	0.0	1	5842	13.490707	0.614506	4	35.734322	0	2	0.05285	0.0027931225	181.999175359849	0.614506	0.224196
FlowFISH_K562	chr11	5275754	5276060	HBG2|chr11:5296984-5297290:*	-0.499976039	chr11	5505604.0	5505605.0	HBG2	True	1.9603e-05	0.0	True	K562	Xie2017	True	0.0	0.0	0.0	0.0	2	21126	13.490707	0.442163	4	35.734322	0	6	0.005752	3.3085504e-05	181.999175359849	0.442163	0.022967
FlowFISH_K562	chr11	5278635	5279175	HBE1|chr11:5299865-5300405:*	-0.09513497	chr11	5505651.0	5505652.0	HBE1	True	0.046075154697	0.998036218338	True	K562	Klann2017	True	0.0	0.0	0.0	0.0	1	8762	2.745898	0.614506	3	45.232162	0	4	0.05285	0.0027931225	7.539955826404	0.614506	0.045633
FlowFISH_K562	chr11	5280370	5281170	HBE1|chr11:5301600-5302400:*	-0.864802	chr11	5505651.0	5505652.0	HBE1	True	3.45e-99	0.56	True	K562	Thakore2015	True	0.0	0.0	0.0	0.0	1	10627	29.981533	0.614506	4	30.843579	0	5	0.015595	0.000243204025	898.892321030089	0.614506	0.147027
FlowFISH_K562	chr11	5280370	5281170	HBG2|chr11:5301600-5302400:*	-0.738582	chr11	5505604.0	5505605.0	HBG2	True	1.9e-52	0.55	True	K562	Thakore2015	True	0.0	0.0	0.0	0.0	2	25989	29.981533	0.442163	4	30.843579	0	9	0.005805	3.3698025e-05	898.892321030089	0.442163	0.051513
FlowFISH_K562	chr11	5284535	5285035	HBE1|chr11:5305765-5306265:*	-0.42208564	chr11	5505651.0	5505652.0	HBE1	True	3.30953115421e-29	0.99946951484	True	K562	Klann2017	True	0.0	0.0	0.0	0.0	1	14642	12.847052	0.614506	3	44.228688	0	6	0.015595	0.000243204025	165.046745090704	0.614506	0.063001
FlowFISH_K562	chr11	5284694	5284860	HBG2|chr11:5305924-5306090:*	-0.415828463	chr11	5505604.0	5505605.0	HBG2	True	1.97e-06	0.0	True	K562	Xie2017	True	0.0	0.0	0.0	0.0	2	29996	12.847052	0.442163	3	44.228688	0	10	0.005805	3.3698025e-05	165.046745090704	0.442163	0.022073
FlowFISH_K562	chr11	5288035	5288555	HBE1|chr11:5309265-5309785:*	-0.46675139	chr11	5505651.0	5505652.0	HBE1	True	9.58254193327e-31	0.999999301054	True	K562	Klann2017	True	0.0	0.0	0.0	0.0	1	18152	12.640357	0.614506	5	22.719849	0	8	0.009632	9.2775424e-05	159.778625087449	0.614506	0.038285
FlowFISH_K562	chr11	5288183	5288360	HBG2|chr11:5309413-5309590:*	-0.582503716	chr11	5505604.0	5505605.0	HBG2	True	3.11e-11	0.0	True	K562	Xie2017	True	0.0	0.0	0.0	0.0	2	33490	12.640357	0.442163	5	22.719849	0	12	0.004218	1.7791524e-05	159.778625087449	0.442163	0.015781
FlowFISH_K562	chr11	5291175	5291675	HBE1|chr11:5312405-5312905:*	-0.07378941	chr11	5505651.0	5505652.0	HBE1	False	0.0583594577366	0.999694083481	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	1	21282	5.938143	0.614506	3	14.968213	0	10	0.007337	5.3831569e-05	35.261542288449	0.614506	0.0137
FlowFISH_K562	chr11	5335115	5335635	HBE1|chr11:5356345-5356865:*	-0.04330527	chr11	5505651.0	5505652.0	HBE1	False	0.846461063242	0.974964572929	True	K562	Klann2017	False	0.0	0.0	0.0	0.0	3	65232	2.736814	0.614506	1	1.388157	0	15	0.002349	5.517801e-06	7.490150870596	0.614506	0.002022
