dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize20	PowerAtEffectSize50	numTSSEnhGene	distanceToTSS	normalizedDNase_enh	normalizedDNase_prom	numNearbyEnhancers	sumNearbyEnhancers	ubiquitousExpressedGene	numCandidateEnhGene	3DContactAvgHicTrack2	3DContactAvgHicTrack2_squared	activityEnhDNaseOnlyAvgHicTrack2_squared	activityPromDNaseOnlyAvgHicTrack2	ABCScoreDNaseOnlyAvgHicTrack2
Gasperini2019	chr1	12014145	12015413	MAD2L2|chr1:12074202-12075470:.	-0.0022533093207312	chr1	11691649.0	11691650.0	MAD2L2	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.75	0.85	1.0	1.0	13	333565	3.093216	0.908633	3	6.61581	1	0	0.0006775	4.623125e-07	9.778550570532	0.908633	0.001157
Gasperini2019	chr1	12014145	12015413	SRM|chr1:12074202-12075470:.	-0.0215190844518389	chr1	11060023.0	11060024.0	SRM	False	0.836280831364725	1.0	True	K562	Gasperini et al., 2019	False	0.55	0.8	0.9	1.0	25	954745	3.093216	0.80837	3	6.61581	0	0	0.0004305	1.883005e-07	9.778550570532	0.80837	0.00103
Gasperini2019	chr1	17441310	17441810	SDHB|chr1:17767806-17768306:.	-0.0896782058856451	chr1	17054169.0	17054170.0	SDHB	True	0.0121193812087617	0.95	True	K562	Gasperini et al., 2019	True	0.5	0.85	0.9	1.0	7	387390	2.471684	0.923389	1	11.38931	1	0	0.000914	8.35396e-07	6.109221795856	0.923389	0.000858
Gasperini2019	chr1	18534347	18534847	AKR7A2|chr1:18860841-18861341:.	0.0106042063889238	chr1	19312145.0	19312146.0	AKR7A2	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.7	0.95	0.95	1.0	13	777549	2.769881	0.847557	1	6.434757	1	0	0.000141	1.9881e-08	7.672240754161	0.847557	0.000113
Gasperini2019	chr1	18534347	18534847	CAPZB|chr1:18860841-18861341:.	0.0353284868800439	chr1	19485538.0	19485539.0	CAPZB	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.7	0.9	0.9	1.0	14	951044	2.769881	0.837678	1	6.434757	1	0	6.2e-05	3.844e-09	7.672240754161	0.837678	6.6e-05
Gasperini2019	chr1	19487638	19488138	MRTO4|chr1:19814132-19814632:.	-0.0942423727472779	chr1	19251539.0	19251540.0	MRTO4	False	0.0804232173911843	1.0	True	K562	Gasperini et al., 2019	False	0.75	0.85	1.0	1.0	8	236308	2.993717	0.776357	0	0.0	1	0	0.001251	1.565001e-06	8.962341476089	0.776357	0.001906
Gasperini2019	chr1	19869923	19870423	CAPZB|chr1:20196416-20196916:.	-0.035262664025994	chr1	19485538.0	19485539.0	CAPZB	False	0.939182273030986	1.0	True	K562	Gasperini et al., 2019	False	0.8	1.0	1.0	1.0	9	384532	9.353083	0.837678	1	0.975074	1	0	0.00031	9.61e-08	87.480161604889	0.837678	0.001125
Gasperini2019	chr1	20197442	20197942	AKR7A2|chr1:20523935-20524435:.	-0.0352949029341818	chr1	19312145.0	19312146.0	AKR7A2	False	0.928842182615153	1.0	True	K562	Gasperini et al., 2019	False	0.75	0.85	0.9	1.0	20	885546	10.035445	0.847557	3	14.927717	1	0	0.000183	3.3489e-08	100.710156348025	0.847557	0.000529
Gasperini2019	chr1	20197442	20197942	MRTO4|chr1:20523935-20524435:.	-0.0379569280957508	chr1	19251539.0	19251540.0	MRTO4	False	0.861676182317129	0.95	True	K562	Gasperini et al., 2019	False	0.5	0.85	0.9	1.0	25	946112	10.035445	0.776357	3	14.927717	1	0	0.000141	1.9881e-08	100.710156348025	0.776357	0.000718
Gasperini2019	chr1	20216567	20217067	HP1BP3|chr1:20543060-20543560:.	0.0325407672777918	chr1	20787322.0	20787323.0	HP1BP3	False	0.99007887058535	0.9	True	K562	Gasperini et al., 2019	False	0.6	0.8	0.85	1.0	12	569871	0.914282	0.919003	1	5.976975	1	0	0.000213	4.5369e-08	0.835911575524	0.919003	8.2e-05
Gasperini2019	chr1	20216567	20217067	MINOS1|chr1:20543060-20543560:.	-0.0212663238140477	chr1	19596977.0	19596978.0	MINOS1	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	0.75	0.85	0.9	1.0	17	619841	0.914282	0.972516	1	5.976975	1	0	0.000118	1.3924e-08	0.835911575524	0.972516	3.6e-05
Gasperini2019	chr1	20216567	20217067	MRTO4|chr1:20543060-20543560:.	-0.0668449756383697	chr1	19251539.0	19251540.0	MRTO4	False	0.602373727717809	0.95	True	K562	Gasperini et al., 2019	False	0.55	0.8	0.9	1.0	25	965237	0.914282	0.776357	1	5.976975	1	0	0.000118	1.3924e-08	0.835911575524	0.776357	5.5e-05
Gasperini2019	chr1	21673110	21673610	CDC42|chr1:21999603-22000103:.	0.0249761971476645	chr1	22052627.0	22052628.0	CDC42	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.65	0.8	0.9	1.0	8	379266	3.52035	0.8717	1	14.245397	1	0	0.000736	5.41696e-07	12.3928641225	0.8717	0.000669
Gasperini2019	chr1	21791423	21792482	CDC42|chr1:22117916-22118975:.	0.014635240321704	chr1	22052627.0	22052628.0	CDC42	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	0.55	0.8	0.9	1.0	7	260674	20.111106	0.8717	1	1.835129	1	0	0.000858	7.36164e-07	404.456584543236	0.8717	0.004454
Gasperini2019	chr1	21963904	21964404	CDC42|chr1:22290397-22290897:.	0.0054792457032528	chr1	22052627.0	22052628.0	CDC42	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.75	0.95	1.0	1.0	5	88472	7.241815	0.8717	1	0.62212	1	0	0.001455	2.117025e-06	52.443884494225	0.8717	0.002719
Gasperini2019	chr1	21963904	21964404	USP48|chr1:22290397-22290897:.	-0.0415225906436594	chr1	21783605.0	21783606.0	USP48	False	0.647662262262984	0.95	True	K562	Gasperini et al., 2019	False	0.55	0.85	0.95	1.0	3	180959	7.241815	0.984916	1	0.62212	0	0	0.003868	1.4961424e-05	52.443884494225	0.984916	0.005164
Gasperini2019	chr1	23539621	23540248	GALE|chr1:23866113-23866739:.	-0.0251388062486068	chr1	23800803.0	23800804.0	GALE	False	0.949401541385819	1.0	True	K562	Gasperini et al., 2019	False	0.65	0.85	0.9	1.0	8	260610	19.787044	0.931054	0	0.0	0	0	0.001003	1.006009e-06	391.527110257936	0.931054	0.004028
Gasperini2019	chr1	23539621	23540248	RPL11|chr1:23866113-23866739:.	0.0420881447260872	chr1	23691779.0	23691780.0	RPL11	False	0.922667914002289	1.0	True	K562	Gasperini et al., 2019	False	0.75	0.85	0.95	1.0	3	151844	19.787044	0.81538	0	0.0	0	0	0.002126	4.519876e-06	391.527110257936	0.81538	0.014941
Gasperini2019	chr1	23554642	23555320	RPL11|chr1:23881133-23881811:.	0.0538079824274729	chr1	23691779.0	23691780.0	RPL11	False	0.968847378601687	0.9	True	K562	Gasperini et al., 2019	False	0.75	0.85	0.85	1.0	3	136797	13.56867	0.81538	1	1.449253	0	0	0.002035	4.141225e-06	184.1088055689	0.81538	0.009806
Gasperini2019	chr1	23562302	23562802	RPL11|chr1:23888792-23889292:.	0.0212473608317498	chr1	23691779.0	23691780.0	RPL11	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.75	0.8	0.95	1.0	2	129226	14.864871	0.81538	2	1.973255	0	0	0.001853	3.433609e-06	220.964389846641	0.81538	0.009784
Gasperini2019	chr1	23716065	23716565	HNRNPR|chr1:24042555-24043055:.	-0.0879175489311366	chr1	23344335.0	23344336.0	HNRNPR	False	0.0935272484203255	0.95	True	K562	Gasperini et al., 2019	False	0.75	0.85	0.9	1.0	10	371951	2.186988	0.997664	3	4.250131	0	0	0.000717	5.14089e-07	4.782916512144	0.997664	0.000248
Gasperini2019	chr1	23716065	23716565	RPL11|chr1:24042555-24043055:.	0.0360736017599372	chr1	23691779.0	23691780.0	RPL11	False	0.998233583667064	0.95	True	K562	Gasperini et al., 2019	False	0.7	0.85	0.95	1.0	1	24537	2.186988	0.81538	3	4.250131	0	0	0.00649	4.21201e-05	4.782916512144	0.81538	0.00504
Gasperini2019	chr1	23920093	23921311	ELOA|chr1:24246583-24247801:.	-0.0178245518651633	chr1	23743155.0	23743156.0	ELOA	False	0.998511489832238	1.0	True	K562	Gasperini et al., 2019	False	0.85	0.9	0.95	1.0	8	177337	8.847279	0.640269	1	8.054512	0	0	0.00155	2.4025e-06	78.274345703841	0.640269	0.005328
Gasperini2019	chr1	23920093	23921311	GALE|chr1:24246583-24247801:.	-0.0431569394891395	chr1	23800803.0	23800804.0	GALE	False	0.669937837963989	1.0	True	K562	Gasperini et al., 2019	False	0.55	0.8	1.0	1.0	4	120158	8.847279	0.931054	1	8.054512	0	0	0.003044	9.265936e-06	78.274345703841	0.931054	0.005466
Gasperini2019	chr1	23920093	23921311	HNRNPR|chr1:24246583-24247801:.	-0.0265888896501907	chr1	23344335.0	23344336.0	HNRNPR	False	0.991598312525419	1.0	True	K562	Gasperini et al., 2019	False	0.6	0.9	0.95	1.0	18	576338	8.847279	0.997664	1	8.054512	0	0	0.000294	8.6436e-08	78.274345703841	0.997664	0.000412
Gasperini2019	chr1	23920093	23921311	PITHD1|chr1:24246583-24247801:.	-0.0275220477289405	chr1	23778405.0	23778406.0	PITHD1	False	0.902343081751504	1.0	True	K562	Gasperini et al., 2019	False	0.55	0.8	1.0	1.0	7	142317	8.847279	0.939416	1	8.054512	0	0	0.002605	6.786025e-06	78.274345703841	0.939416	0.005416
Gasperini2019	chr1	23920093	23921311	RPL11|chr1:24246583-24247801:.	0.0214868122723788	chr1	23691779.0	23691780.0	RPL11	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.9	1.0	1.0	1.0	9	228924	8.847279	0.81538	1	8.054512	0	0	0.001259	1.585081e-06	78.274345703841	0.81538	0.003957
Gasperini2019	chr1	23920093	23921311	SRRM1|chr1:24246583-24247801:.	-0.0327089069413933	chr1	24631716.0	24631717.0	SRRM1	False	0.862753268936034	1.0	True	K562	Gasperini et al., 2019	False	0.9	0.95	1.0	1.0	14	722400	8.847279	0.988646	1	8.054512	0	0	0.000369	1.36161e-07	78.274345703841	0.988646	0.000751
Gasperini2019	chr1	24742119	24742619	TMEM50A|chr1:25068610-25069110:.	-0.0265687340523537	chr1	25337917.0	25337918.0	TMEM50A	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.6	0.8	1.0	1.0	6	595928	2.923511	0.672815	1	2.034072	0	0	0.000485	2.35225e-07	8.546916567121	0.672815	0.000456
Gasperini2019	chr1	25933351	25933954	ARID1A|chr1:26259842-26260445:.	0.0225053565920843	chr1	26693236.0	26693237.0	ARID1A	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	0.45	0.85	1.0	1.0	23	762378	17.475257	0.901623	1	1.158776	0	0	0.000201	4.0401e-08	305.384607216049	0.901623	0.000423
Gasperini2019	chr1	25933351	25933954	HMGN2|chr1:26259842-26260445:.	-0.0300105796000139	chr1	26472450.0	26472451.0	HMGN2	False	0.995871246203466	1.0	True	K562	Gasperini et al., 2019	False	0.8	0.95	1.0	1.0	20	538758	17.475257	0.850057	1	1.158776	1	0	0.00021	4.41e-08	305.384607216049	0.850057	0.000788
Gasperini2019	chr1	25933351	25933954	MTFR1L|chr1:26259842-26260445:.	-0.0064848498873765	chr1	25818640.0	25818641.0	MTFR1L	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.7	0.9	0.95	1.0	5	113747	17.475257	0.860264	1	1.158776	0	0	0.001372	1.882384e-06	305.384607216049	0.860264	0.005526
Gasperini2019	chr1	25933351	25933954	NUDC|chr1:26259842-26260445:.	-0.0846214098812692	chr1	26900238.0	26900239.0	NUDC	True	0.0279941931333628	1.0	True	K562	Gasperini et al., 2019	True	0.55	1.0	1.0	1.0	30	988069	17.475257	0.940687	1	1.158776	1	0	0.00017	2.89e-08	305.384607216049	0.940687	0.0007
Gasperini2019	chr1	25933351	25933954	SH3BGRL3|chr1:26259842-26260445:.	0.020197235465272	chr1	26279176.0	26279177.0	SH3BGRL3	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.65	0.85	0.95	1.0	12	346069	17.475257	0.801115	1	1.158776	0	0	0.000549	3.01401e-07	305.384607216049	0.801115	0.001463
Gasperini2019	chr1	25933351	25933954	STMN1|chr1:26259842-26260445:.	-0.122234975903461	chr1	25906990.0	25906991.0	STMN1	True	4.58113022712261e-06	1.0	True	K562	Gasperini et al., 2019	True	0.5	0.85	1.0	1.0	1	27150	17.475257	0.882727	1	1.158776	0	0	0.006154	3.7871716e-05	305.384607216049	0.882727	0.019624
Gasperini2019	chr1	25933351	25933954	TMEM50A|chr1:26259842-26260445:.	0.0047429883376226	chr1	25337917.0	25337918.0	TMEM50A	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	0.8	0.8	0.85	1.0	11	595355	17.475257	0.672815	1	1.158776	0	0	0.000324	1.04976e-07	305.384607216049	0.672815	0.001822
Gasperini2019	chr1	25933351	25933954	ZNF593|chr1:26259842-26260445:.	-0.0533850085025994	chr1	26169871.0	26169872.0	ZNF593	False	0.603729689109487	1.0	True	K562	Gasperini et al., 2019	False	0.7	0.9	1.0	1.0	7	236244	17.475257	0.774061	1	1.158776	1	0	0.000652	4.25104e-07	305.384607216049	0.774061	0.002852
Gasperini2019	chr1	26104576	26105524	HMGN2|chr1:26431067-26432015:.	0.0033679307568128	chr1	26472450.0	26472451.0	HMGN2	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	0.7	0.8	0.9	1.0	16	367360	9.505369	0.850057	1	0.921572	1	0	0.000588	3.45744e-07	90.352039826161	0.850057	0.001201
Gasperini2019	chr1	26104576	26105524	NUDC|chr1:26431067-26432015:.	0.0055926999674884	chr1	26900238.0	26900239.0	NUDC	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	0.55	0.85	0.95	1.0	26	816671	9.505369	0.940687	1	0.921572	1	0	0.00018	3.24e-08	90.352039826161	0.940687	0.000403
Gasperini2019	chr1	26104576	26105524	STMN1|chr1:26431067-26432015:.	0.006493014446093	chr1	25906990.0	25906991.0	STMN1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.5	0.8	0.95	1.0	5	198548	9.505369	0.882727	1	0.921572	0	0	0.001041	1.083681e-06	90.352039826161	0.882727	0.001806
Gasperini2019	chr1	26104576	26105524	ZNF593|chr1:26431067-26432015:.	0.0059309783291399	chr1	26169871.0	26169872.0	ZNF593	False	0.997981316500084	1.0	True	K562	Gasperini et al., 2019	False	0.75	0.8	1.0	1.0	3	64846	9.505369	0.774061	1	0.921572	1	0	0.006627	4.3917129e-05	90.352039826161	0.774061	0.015765
Gasperini2019	chr1	26138425	26139455	HMGN2|chr1:26464916-26465946:.	-0.0246668445660695	chr1	26472450.0	26472451.0	HMGN2	False	0.982433455172618	1.0	True	K562	Gasperini et al., 2019	False	0.7	0.85	1.0	1.0	15	333470	3.638897	0.850057	2	2.570961	1	0	0.000593	3.51649e-07	13.241571376609	0.850057	0.000464
Gasperini2019	chr1	26138425	26139455	NUDC|chr1:26464916-26465946:.	-0.0122847345423643	chr1	26900238.0	26900239.0	NUDC	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.55	0.8	0.95	1.0	25	782781	3.638897	0.940687	2	2.570961	1	0	0.000205	4.2025e-08	13.241571376609	0.940687	0.000175
Gasperini2019	chr1	26138425	26139455	STMN1|chr1:26464916-26465946:.	-0.048880191557692	chr1	25906990.0	25906991.0	STMN1	False	0.951215540639218	1.0	True	K562	Gasperini et al., 2019	False	0.45	0.8	0.95	1.0	6	232438	3.638897	0.882727	2	2.570961	0	0	0.000832	6.92224e-07	13.241571376609	0.882727	0.000552
Gasperini2019	chr1	26138425	26139455	TMEM50A|chr1:26464916-26465946:.	-0.026970835315552	chr1	25337917.0	25337918.0	TMEM50A	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	0.5	0.8	0.85	1.0	16	800643	3.638897	0.672815	2	2.570961	0	0	0.000303	9.1809e-08	13.241571376609	0.672815	0.000356
Gasperini2019	chr1	26376717	26377217	HMGN2|chr1:26703208-26703708:.	-0.0114924135593221	chr1	26472450.0	26472451.0	HMGN2	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	0.65	0.8	0.85	1.0	4	95443	3.803335	0.850057	2	37.30993	1	0	0.001035	1.071225e-06	14.465357122225	0.850057	0.000846
Gasperini2019	chr1	26376717	26377217	STMN1|chr1:26703208-26703708:.	-0.0285515666708114	chr1	25906990.0	25906991.0	STMN1	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	0.6	0.8	0.9	1.0	17	470465	3.803335	0.882727	2	37.30993	0	0	0.000441	1.94481e-07	14.465357122225	0.882727	0.000306
Gasperini2019	chr1	26376717	26377217	ZNF593|chr1:26703208-26703708:.	-0.0232835830751177	chr1	26169871.0	26169872.0	ZNF593	False	0.991697188216912	1.0	True	K562	Gasperini et al., 2019	False	0.6	0.9	0.95	1.0	10	207071	3.803335	0.774061	2	37.30993	1	0	0.001588	2.521744e-06	14.465357122225	0.774061	0.001512
Gasperini2019	chr1	26377523	26378866	HMGN2|chr1:26704014-26705357:.	-0.0373212482517463	chr1	26472450.0	26472451.0	HMGN2	False	0.958825893414906	1.0	True	K562	Gasperini et al., 2019	False	0.65	0.95	0.95	1.0	4	94216	36.198475	0.850057	2	4.91479	1	0	0.001035	1.071225e-06	1310.32959232563	0.850057	0.008051
Gasperini2019	chr1	26377523	26378866	LIN28A|chr1:26704014-26705357:.	-0.0517160214575402	chr1	26410778.0	26410779.0	LIN28A	True	0.009664204848783	0.9	True	K562	Gasperini et al., 2019	True	0.1	0.4	0.6	1.0	1	32573	36.198475	0.526316	2	4.91479	0	0	0.004562	2.0811844e-05	1310.32959232563	0.526316	0.048084
Gasperini2019	chr1	26377523	26378866	NUDC|chr1:26704014-26705357:.	-0.0504340907247872	chr1	26900238.0	26900239.0	NUDC	False	0.812799156518326	1.0	True	K562	Gasperini et al., 2019	False	0.7	0.8	0.95	1.0	14	543527	36.198475	0.940687	2	4.91479	1	0	0.000391	1.52881e-07	1310.32959232563	0.940687	0.003327
Gasperini2019	chr1	26377523	26378866	SH3BGRL3|chr1:26704014-26705357:.	-0.019575055018511	chr1	26279176.0	26279177.0	SH3BGRL3	False	0.942430810422773	1.0	True	K562	Gasperini et al., 2019	False	0.7	0.95	1.0	1.0	5	98473	36.198475	0.801115	2	4.91479	0	0	0.003167	1.0029889e-05	1310.32959232563	0.801115	0.017486
Gasperini2019	chr1	26377523	26378866	STMN1|chr1:26704014-26705357:.	-0.0287327954318133	chr1	25906990.0	25906991.0	STMN1	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	0.8	0.9	0.95	1.0	17	471692	36.198475	0.882727	2	4.91479	0	0	0.000441	1.94481e-07	1310.32959232563	0.882727	0.002912
Gasperini2019	chr1	26377523	26378866	ZNF593|chr1:26704014-26705357:.	-0.0271391572637626	chr1	26169871.0	26169872.0	ZNF593	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.8	0.85	0.95	1.0	10	208298	36.198475	0.774061	2	4.91479	1	0	0.001588	2.521744e-06	1310.32959232563	0.774061	0.01439
Gasperini2019	chr1	26500769	26501550	HMGN2|chr1:26827260-26828041:.	-0.0123007230462849	chr1	26472450.0	26472451.0	HMGN2	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	0.7	0.85	0.85	1.0	1	28749	28.79923	0.850057	1	1.483444	1	0	0.006857	4.7018449e-05	829.3956485929	0.850057	0.042419
Gasperini2019	chr1	26500769	26501550	WASF2|chr1:26827260-26828041:.	-0.0007254165571716	chr1	27490157.0	27490158.0	WASF2	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.6	0.8	0.95	1.0	23	989028	28.79923	0.974422	1	1.483444	1	0	0.000302	9.1204e-08	829.3956485929	0.974422	0.002091
Gasperini2019	chr1	26500769	26501550	ZNF593|chr1:26827260-26828041:.	-0.0255139815487825	chr1	26169871.0	26169872.0	ZNF593	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.45	0.8	0.9	1.0	14	331263	28.79923	0.774061	1	1.483444	1	0	0.000678	4.59684e-07	829.3956485929	0.774061	0.004885
Gasperini2019	chr1	26508328	26508828	MTFR1L|chr1:26834819-26835319:.	-0.0153654748854646	chr1	25818640.0	25818641.0	MTFR1L	False	0.966895743469449	1.0	True	K562	Gasperini et al., 2019	False	0.6	0.8	0.85	1.0	0	688673	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0
Gasperini2019	chr1	26508328	26508828	STMN1|chr1:26834819-26835319:.	-0.0292710654403272	chr1	25906990.0	25906991.0	STMN1	False	0.972946036910541	0.95	True	K562	Gasperini et al., 2019	False	0.65	0.85	0.9	1.0	0	602076	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0
Gasperini2019	chr1	26508328	26508828	WASF2|chr1:26834819-26835319:.	0.0213808360486973	chr1	27490157.0	27490158.0	WASF2	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	0.6	0.9	0.95	1.0	0	981609	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0
Gasperini2019	chr1	26584065	26584565	NUDC|chr1:26910556-26911056:.	-0.0392311696542753	chr1	26900238.0	26900239.0	NUDC	False	0.924206578103424	1.0	True	K562	Gasperini et al., 2019	False	0.75	0.8	1.0	1.0	9	337406	7.207172	0.940687	0	0.0	1	0	0.000835	6.97225e-07	51.943328237584	0.940687	0.001417
Gasperini2019	chr1	26584065	26584565	SH3BGRL3|chr1:26910556-26911056:.	-0.0047764465728281	chr1	26279176.0	26279177.0	SH3BGRL3	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	0.45	0.85	0.95	1.0	10	304594	7.207172	0.801115	0	0.0	0	0	0.000474	2.24676e-07	51.943328237584	0.801115	0.000521
