dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize20	PowerAtEffectSize50	numTSSEnhGene	distanceToTSS	normalizedDNase_enh	normalizedDNase_prom	numNearbyEnhancers	sumNearbyEnhancers	ubiquitousExpressedGene	numCandidateEnhGene	3DContactAvgHicTrack2	3DContactAvgHicTrack2_squared	activityEnhDNaseOnlyAvgHicTrack2_squared	activityPromDNaseOnlyAvgHicTrack2	ABCScoreDNaseOnlyAvgHicTrack2
FlowFISH_K562	chr12	53808921	53809441	COPZ1|chr12:54202705-54203225:*	-0.03745096	chr12	54301202.0	54301203.0	COPZ1	False	0.753598877342	0.999999997705	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	24	515908	1.888839	0.988154	0	0.0	1	0	0.000237	5.6169e-08	3.567712767921	0.988154	5.4e-05
FlowFISH_K562	chr12	53808921	53809441	HNRNPA1|chr12:54202705-54203225:*	-0.04264279	chr12	54280193.0	54280194.0	HNRNPA1	False	0.943353738608	0.986289817444	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	22	471508	1.888839	0.987867	0	0.0	0	0	0.000217	4.7089e-08	3.567712767921	0.987867	3.6e-05
FlowFISH_K562	chr12	53808921	53809441	ITGA5|chr12:54202705-54203225:*	-0.002109557	chr12	54419459.0	54419460.0	ITGA5	False	0.991842183927	0.999999999931	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	28	610085	1.888839	0.578046	0	0.0	0	0	0.000297	8.8209e-08	3.567712767921	0.578046	0.000139
FlowFISH_K562	chr12	53808921	53809441	NFE2|chr12:54202705-54203225:*	0.01598116	chr12	54301120.0	54301121.0	NFE2	False	0.998265820297	0.989010862395	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	23	491856	1.888839	0.790293	0	0.0	0	0	0.0005	2.5e-07	3.567712767921	0.790293	8.1e-05
FlowFISH_K562	chr12	53941601	53942201	COPZ1|chr12:54335385-54335985:*	0.02282485	chr12	54301202.0	54301203.0	COPZ1	False	0.879147233175	0.999999999998	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	0	383188	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0
FlowFISH_K562	chr12	53941601	53942201	HNRNPA1|chr12:54335385-54335985:*	0.00334062	chr12	54280193.0	54280194.0	HNRNPA1	False	0.998348135766	0.997444941558	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	0	338788	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0
FlowFISH_K562	chr12	53941601	53942201	ITGA5|chr12:54335385-54335985:*	-0.023788818	chr12	54419459.0	54419460.0	ITGA5	False	0.991842183927	0.999999999963	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	0	477365	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0
FlowFISH_K562	chr12	53941601	53942201	NFE2|chr12:54335385-54335985:*	-0.02263495	chr12	54301120.0	54301121.0	NFE2	False	0.960322711299	0.994260535072	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	0	359136	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0
FlowFISH_K562	chr12	53944681	53945201	COPZ1|chr12:54338465-54338985:*	-0.03261898	chr12	54301202.0	54301203.0	COPZ1	False	0.70357100515	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	22	380148	2.392964	0.988154	1	8.918889	1	0	0.000441	1.94481e-07	5.726276705296	0.988154	0.000127
FlowFISH_K562	chr12	53944681	53945201	HNRNPA1|chr12:54338465-54338985:*	0.00876982	chr12	54280193.0	54280194.0	HNRNPA1	False	0.967613756798	0.999999134093	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	20	335748	2.392964	0.987867	1	8.918889	0	0	0.000342	1.16964e-07	5.726276705296	0.987867	7.3e-05
FlowFISH_K562	chr12	53944681	53945201	ITGA5|chr12:54338465-54338985:*	-0.055688796	chr12	54419459.0	54419460.0	ITGA5	False	0.943864635415	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	26	474325	2.392964	0.578046	1	8.918889	0	0	0.000318	1.01124e-07	5.726276705296	0.578046	0.000188
FlowFISH_K562	chr12	53944681	53945201	NFE2|chr12:54338465-54338985:*	0.01701599	chr12	54301120.0	54301121.0	NFE2	False	0.963505038034	0.999948686972	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	21	356096	2.392964	0.790293	1	8.918889	0	0	0.000612	3.74544e-07	5.726276705296	0.790293	0.000126
FlowFISH_K562	chr12	53948821	53949341	COPZ1|chr12:54342605-54343125:*	0.06222718	chr12	54301202.0	54301203.0	COPZ1	False	0.19365426314	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	22	376008	8.918889	0.988154	3	3.997894	1	0	0.000436	1.90096e-07	79.546580994321	0.988154	0.000467
FlowFISH_K562	chr12	53948821	53949341	HNRNPA1|chr12:54342605-54343125:*	-0.04399715	chr12	54280193.0	54280194.0	HNRNPA1	False	0.873271418836	0.999955068054	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	20	331608	8.918889	0.987867	3	3.997894	0	0	0.000446	1.98916e-07	79.546580994321	0.987867	0.000353
FlowFISH_K562	chr12	53948821	53949341	ITGA5|chr12:54342605-54343125:*	-0.014327066	chr12	54419459.0	54419460.0	ITGA5	False	0.991842183927	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	26	470185	8.918889	0.578046	3	3.997894	0	0	0.000351	1.23201e-07	79.546580994321	0.578046	0.000774
FlowFISH_K562	chr12	53948821	53949341	NFE2|chr12:54342605-54343125:*	-0.01819889	chr12	54301120.0	54301121.0	NFE2	False	0.960322711299	0.999988239355	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	21	351956	8.918889	0.790293	3	3.997894	0	0	0.000469	2.19961e-07	79.546580994321	0.790293	0.00036
FlowFISH_K562	chr12	53949461	53950021	COPZ1|chr12:54343245-54343805:*	0.00916003	chr12	54301202.0	54301203.0	COPZ1	False	0.928604441005	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	22	375348	8.918889	0.988154	3	3.997894	1	0	0.000436	1.90096e-07	79.546580994321	0.988154	0.000467
FlowFISH_K562	chr12	53949461	53950021	HNRNPA1|chr12:54343245-54343805:*	-0.00140999	chr12	54280193.0	54280194.0	HNRNPA1	False	0.99793308439	0.999998499701	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	20	330948	8.918889	0.987867	3	3.997894	0	0	0.000446	1.98916e-07	79.546580994321	0.987867	0.000353
FlowFISH_K562	chr12	53949461	53950021	ITGA5|chr12:54343245-54343805:*	0.005657466	chr12	54419459.0	54419460.0	ITGA5	False	0.991842183927	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	26	469525	8.918889	0.578046	3	3.997894	0	0	0.000351	1.23201e-07	79.546580994321	0.578046	0.000774
FlowFISH_K562	chr12	53949461	53950021	NFE2|chr12:54343245-54343805:*	0.04965644	chr12	54301120.0	54301121.0	NFE2	False	0.763145485926	0.999916677684	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	21	351296	8.918889	0.790293	3	3.997894	0	0	0.000469	2.19961e-07	79.546580994321	0.790293	0.00036
FlowFISH_K562	chr12	53950281	53950781	COPZ1|chr12:54344065-54344565:*	0.03637528	chr12	54301202.0	54301203.0	COPZ1	False	0.614540875773	0.999999993795	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	22	374558	0.797354	0.988154	2	9.726465	1	0	0.000434	1.88356e-07	0.635773401316	0.988154	4.2e-05
FlowFISH_K562	chr12	53950281	53950781	HNRNPA1|chr12:54344065-54344565:*	-0.03553214	chr12	54280193.0	54280194.0	HNRNPA1	False	0.873271418836	0.999980418388	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	20	330158	0.797354	0.987867	2	9.726465	0	0	0.000343	1.17649e-07	0.635773401316	0.987867	2.4e-05
FlowFISH_K562	chr12	53950281	53950781	ITGA5|chr12:54344065-54344565:*	-0.013911294	chr12	54419459.0	54419460.0	ITGA5	False	0.991842183927	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	26	468735	0.797354	0.578046	2	9.726465	0	0	0.0004	1.6e-07	0.635773401316	0.578046	7.9e-05
FlowFISH_K562	chr12	53950281	53950781	NFE2|chr12:54344065-54344565:*	0.03226658	chr12	54301120.0	54301121.0	NFE2	False	0.892737161892	0.999962630037	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	21	350506	0.797354	0.790293	2	9.726465	0	0	0.000424	1.79776e-07	0.635773401316	0.790293	2.9e-05
FlowFISH_K562	chr12	53963401	53963921	COPZ1|chr12:54357185-54357705:*	-0.02260719	chr12	54301202.0	54301203.0	COPZ1	False	0.837481255458	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	21	361428	0.888565	0.988154	2	1.606135	1	0	0.00045	2.025e-07	0.789547759225	0.988154	4.8e-05
FlowFISH_K562	chr12	53963401	53963921	HNRNPA1|chr12:54357185-54357705:*	-0.05675297	chr12	54280193.0	54280194.0	HNRNPA1	False	0.81973110245	0.999999595805	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	19	317028	0.888565	0.987867	2	1.606135	0	0	0.000628	3.94384e-07	0.789547759225	0.987867	5e-05
FlowFISH_K562	chr12	53963401	53963921	ITGA5|chr12:54357185-54357705:*	0.003593884	chr12	54419459.0	54419460.0	ITGA5	False	0.991842183927	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	25	455605	0.888565	0.578046	2	1.606135	0	0	0.000476	2.26576e-07	0.789547759225	0.578046	0.000105
FlowFISH_K562	chr12	53963401	53963921	NFE2|chr12:54357185-54357705:*	0.00442889	chr12	54301120.0	54301121.0	NFE2	False	0.998265820297	0.99998252298	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	20	337376	0.888565	0.790293	2	1.606135	0	0	0.000594	3.52836e-07	0.789547759225	0.790293	4.5e-05
FlowFISH_K562	chr12	53963941	53964561	COPZ1|chr12:54357725-54358345:*	-0.06099721	chr12	54301202.0	54301203.0	COPZ1	False	0.480712345215	0.999999998907	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	21	360838	0.888565	0.988154	2	1.606135	1	0	0.00045	2.025e-07	0.789547759225	0.988154	4.8e-05
FlowFISH_K562	chr12	53963941	53964561	HNRNPA1|chr12:54357725-54358345:*	-0.06907861	chr12	54280193.0	54280194.0	HNRNPA1	False	0.81973110245	0.996273895707	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	19	316438	0.888565	0.987867	2	1.606135	0	0	0.000628	3.94384e-07	0.789547759225	0.987867	5e-05
FlowFISH_K562	chr12	53963941	53964561	ITGA5|chr12:54357725-54358345:*	-0.012162768	chr12	54419459.0	54419460.0	ITGA5	False	0.991842183927	0.999999992969	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	25	455015	0.888565	0.578046	2	1.606135	0	0	0.000476	2.26576e-07	0.789547759225	0.578046	0.000105
FlowFISH_K562	chr12	53963941	53964561	NFE2|chr12:54357725-54358345:*	-0.04449103	chr12	54301120.0	54301121.0	NFE2	False	0.892737161892	0.989753089484	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	20	336786	0.888565	0.790293	2	1.606135	0	0	0.000594	3.52836e-07	0.789547759225	0.790293	4.5e-05
FlowFISH_K562	chr12	53987761	53988281	COPZ1|chr12:54381545-54382065:*	-0.06348534	chr12	54301202.0	54301203.0	COPZ1	False	0.495970590458	0.999999996041	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	17	337068	2.42894	0.988154	1	3.604155	1	0	0.000771	5.94441e-07	5.8997495236	0.988154	0.000225
FlowFISH_K562	chr12	53987761	53988281	HNRNPA1|chr12:54381545-54382065:*	0.09500955	chr12	54280193.0	54280194.0	HNRNPA1	False	0.787377660233	0.988860004091	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	15	292668	2.42894	0.987867	1	3.604155	0	0	0.001329	1.766241e-06	5.8997495236	0.987867	0.000287
FlowFISH_K562	chr12	53987761	53988281	ITGA5|chr12:54381545-54382065:*	-0.002417354	chr12	54419459.0	54419460.0	ITGA5	False	0.991842183927	0.999999999962	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	21	431245	2.42894	0.578046	1	3.604155	0	0	0.000457	2.08849e-07	5.8997495236	0.578046	0.000275
FlowFISH_K562	chr12	53987761	53988281	NFE2|chr12:54381545-54382065:*	-0.00476763	chr12	54301120.0	54301121.0	NFE2	False	0.998265820297	0.976589824994	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	16	313016	2.42894	0.790293	1	3.604155	0	0	0.00075	5.625e-07	5.8997495236	0.790293	0.000157
FlowFISH_K562	chr12	53989021	53989521	COPZ1|chr12:54382805-54383305:*	-0.02251763	chr12	54301202.0	54301203.0	COPZ1	False	0.849777965302	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	17	335818	3.604155	0.988154	1	2.42894	1	0	0.000771	5.94441e-07	12.989933264025	0.988154	0.000334
FlowFISH_K562	chr12	53989021	53989521	HNRNPA1|chr12:54382805-54383305:*	0.00209579	chr12	54280193.0	54280194.0	HNRNPA1	False	0.998348135766	0.987888182449	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	15	291418	3.604155	0.987867	1	2.42894	0	0	0.001329	1.766241e-06	12.989933264025	0.987867	0.000426
FlowFISH_K562	chr12	53989021	53989521	ITGA5|chr12:54382805-54383305:*	-0.010260824	chr12	54419459.0	54419460.0	ITGA5	False	0.991842183927	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	21	429995	3.604155	0.578046	1	2.42894	0	0	0.000457	2.08849e-07	12.989933264025	0.578046	0.000407
FlowFISH_K562	chr12	53989021	53989521	NFE2|chr12:54382805-54383305:*	-0.02727059	chr12	54301120.0	54301121.0	NFE2	False	0.905911734903	0.999288087986	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	16	311766	3.604155	0.790293	1	2.42894	0	0	0.00075	5.625e-07	12.989933264025	0.790293	0.000232
FlowFISH_K562	chr12	53995321	53995841	COPZ1|chr12:54389105-54389625:*	-0.03183512	chr12	54301202.0	54301203.0	COPZ1	False	0.614540875773	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	0	329508	6.452871	0.988154	0	0.0	1	0	0.000997	9.94009e-07	41.639544142641	0.988154	0.000772
FlowFISH_K562	chr12	53995321	53995841	HNRNPA1|chr12:54389105-54389625:*	-0.01054059	chr12	54280193.0	54280194.0	HNRNPA1	False	0.967613756798	0.999999998925	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	0	285108	6.452871	0.987867	0	0.0	0	0	0.001088	1.183744e-06	41.639544142641	0.987867	0.000624
FlowFISH_K562	chr12	53995321	53995841	ITGA5|chr12:54389105-54389625:*	-0.005541852	chr12	54419459.0	54419460.0	ITGA5	False	0.991842183927	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	0	423685	6.452871	0.578046	0	0.0	0	0	0.000818	6.69124e-07	41.639544142641	0.578046	0.001305
FlowFISH_K562	chr12	53995321	53995841	NFE2|chr12:54389105-54389625:*	0.0615356	chr12	54301120.0	54301121.0	NFE2	False	0.646591716825	0.999999803844	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	0	305456	6.452871	0.790293	0	0.0	0	0	0.000922	8.50084e-07	41.639544142641	0.790293	0.000511
FlowFISH_K562	chr12	54004001	54004501	COPZ1|chr12:54397785-54398285:*	-0.01333546	chr12	54301202.0	54301203.0	COPZ1	False	0.892940117632	1.0	True	K562	Fulco2019	False	0.0	0.0	0.0	0.0	14	320838	3.65725	0.988154	1	6.001619	1	0	0.000908	8.24464e-07	13.3754775625	0.988154	0.000399
