dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize20	PowerAtEffectSize50	numTSSEnhGene	distanceToTSS	normalizedDNase_enh	normalizedDNase_prom	numNearbyEnhancers	sumNearbyEnhancers	ubiquitousExpressedGene	numCandidateEnhGene	3DContactAvgHicTrack2	3DContactAvgHicTrack2_squared	activityEnhDNaseOnlyAvgHicTrack2_squared	activityPromDNaseOnlyAvgHicTrack2	ABCScoreDNaseOnlyAvgHicTrack2
TAPseq	chr11	269110	269851	CD151|chr11:269110-269851:.	0.0377260145385314	chr11	832843.0	832844.0	CD151	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.65	0.85	1.0	1.0	37	563471	8.703151	0.640351	1	12.020273	0	93	0.000565	3.19225e-07	75.744837328801	0.640351	0.001293
TAPseq	chr11	269110	269851	IFITM1|chr11:269110-269851:.	-0.0419546821381192	chr11	313506.0	313507.0	IFITM1	False	1.0	0.95	True	K562	Schraivogel et al., 2020	False	0.5	0.8	0.8	1.0	5	44510	8.703151	0.67011	1	12.020273	0	6	0.006495	4.2185025e-05	75.744837328801	0.67011	0.009331
TAPseq	chr11	297498	298134	BET1L|chr11:297498-298134:.	0.009750048806256	chr11	207428.0	207429.0	BET1L	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.6	0.85	0.95	1.0	6	90394	8.850904	0.924619	0	0.0	1	14	0.003979	1.5832441e-05	78.338501617216	0.924619	0.007051
TAPseq	chr11	297498	298134	CD151|chr11:297498-298134:.	-0.0188013827836194	chr11	832843.0	832844.0	CD151	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.75	0.85	1.0	1.0	35	535135	8.850904	0.640351	0	0.0	0	91	0.000375	1.40625e-07	78.338501617216	0.640351	0.000873
TAPseq	chr11	297498	298134	HRAS|chr11:297498-298134:.	-0.0107800816491215	chr11	537287.0	537288.0	HRAS	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.4	0.8	1.0	1.0	11	237751	8.850904	0.752336	0	0.0	0	44	0.00133	1.7689e-06	78.338501617216	0.752336	0.002776
TAPseq	chr11	297498	298134	IFITM1|chr11:297498-298134:.	-0.0844769894546904	chr11	313506.0	313507.0	IFITM1	False	0.990465429768455	1.0	True	K562	Schraivogel et al., 2020	False	0.7	0.9	0.95	1.0	3	16174	8.850904	0.67011	0	0.0	0	4	0.00861	7.41321e-05	78.338501617216	0.67011	0.012579
TAPseq	chr11	297498	298134	POLR2L|chr11:297498-298134:.	-0.0053071707427208	chr11	842545.0	842546.0	POLR2L	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.65	0.9	0.95	1.0	36	544713	8.850904	0.774881	0	0.0	0	95	0.000504	2.54016e-07	78.338501617216	0.774881	0.000981
TAPseq	chr11	297498	298134	PSMD13|chr11:297498-298134:.	-0.0229467645371218	chr11	236546.0	236547.0	PSMD13	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.8	0.9	1.0	1.0	3	61009	8.850904	0.76902	0	0.0	1	9	0.004934	2.4344356e-05	78.338501617216	0.76902	0.011652
TAPseq	chr11	297498	298134	RNH1|chr11:297498-298134:.	-0.0010277570249984	chr11	507300.0	507301.0	RNH1	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.5	0.8	1.0	1.0	10	209005	8.850904	0.937613	0	0.0	0	40	0.001864	3.474496e-06	78.338501617216	0.937613	0.002715
TAPseq	chr11	316244	316608	CD151|chr11:316244-316608:.	0.0223779316065396	chr11	832843.0	832844.0	CD151	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.65	0.9	0.95	1.0	32	516525	5.383707	0.640351	4	9.814498	0	86	0.000531	2.81961e-07	28.984301061849	0.640351	0.000751
TAPseq	chr11	316244	316608	CHID1|chr11:316244-316608:.	0.0273654538778345	chr11	915058.0	915059.0	CHID1	False	0.995463336694696	1.0	True	K562	Schraivogel et al., 2020	False	0.65	0.8	1.0	1.0	35	594448	5.383707	0.722086	4	9.814498	1	104	0.000161	2.5921e-08	28.984301061849	0.722086	0.000307
TAPseq	chr11	316244	316608	DEAF1|chr11:316244-316608:.	0.0469017583688431	chr11	706715.0	706716.0	DEAF1	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.6	0.9	0.95	1.0	20	379328	5.383707	0.947881	4	9.814498	1	58	0.000723	5.22729e-07	28.984301061849	0.947881	0.000626
TAPseq	chr11	316244	316608	HRAS|chr11:316244-316608:.	0.0414183901909322	chr11	537287.0	537288.0	HRAS	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.85	0.9	1.0	1.0	8	219141	5.383707	0.752336	4	9.814498	0	39	0.001746	3.048516e-06	28.984301061849	0.752336	0.002216
TAPseq	chr11	316244	316608	IFITM1|chr11:316244-316608:.	-0.377222083429896	chr11	313506.0	313507.0	IFITM1	True	4.01089627178424e-49	1.0	True	K562	Schraivogel et al., 2020	True	0.6	0.85	1.0	1.0	1	2436	5.383707	0.67011	4	9.814498	0	2	0.107048	0.011459274304	28.984301061849	0.67011	0.095126
TAPseq	chr11	316244	316608	PHRF1|chr11:316244-316608:.	-0.0038122973230411	chr11	576486.0	576487.0	PHRF1	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.35	0.85	1.0	1.0	14	260019	5.383707	0.785744	4	9.814498	0	44	0.000975	9.50625e-07	28.984301061849	0.785744	0.001367
TAPseq	chr11	316244	316608	POLR2L|chr11:316244-316608:.	-0.002744043221556	chr11	842545.0	842546.0	POLR2L	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.95	0.95	1.0	1.0	33	526103	5.383707	0.774881	4	9.814498	0	90	0.000514	2.64196e-07	28.984301061849	0.774881	0.000607
TAPseq	chr11	316244	316608	PSMD13|chr11:316244-316608:.	-0.0326105387747069	chr11	236546.0	236547.0	PSMD13	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.85	0.95	1.0	1.0	6	79619	5.383707	0.76902	4	9.814498	1	14	0.004807	2.3107249e-05	28.984301061849	0.76902	0.006905
TAPseq	chr11	316244	316608	RNH1|chr11:316244-316608:.	-0.0273303695649425	chr11	507300.0	507301.0	RNH1	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.7	0.95	1.0	1.0	7	190395	5.383707	0.937613	4	9.814498	0	35	0.002217	4.915089e-06	28.984301061849	0.937613	0.001964
TAPseq	chr11	316244	316608	RPLP2|chr11:316244-316608:.	-0.0478503707217667	chr11	809647.0	809648.0	RPLP2	False	0.989560078708712	1.0	True	K562	Schraivogel et al., 2020	False	0.65	1.0	1.0	1.0	29	493509	5.383707	0.956017	4	9.814498	1	83	0.000853	7.27609e-07	28.984301061849	0.956017	0.000643
TAPseq	chr11	329319	329921	CD151|chr11:329319-329921:.	-0.00684308500353	chr11	832843.0	832844.0	CD151	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.6	0.8	0.95	1.0	31	503331	23.951703	0.640351	3	25.33529	0	80	0.000655	4.29025e-07	573.684076600209	0.640351	0.004122
TAPseq	chr11	329319	329921	IFITM1|chr11:329319-329921:.	-0.533231546624611	chr11	313506.0	313507.0	IFITM1	True	1.95811571854132e-43	0.95	True	K562	Schraivogel et al., 2020	True	0.4	0.9	0.95	1.0	2	15630	23.951703	0.67011	3	25.33529	0	8	0.017744	0.000314849536	573.684076600209	0.67011	0.070152
TAPseq	chr11	329319	329921	POLR2L|chr11:329319-329921:.	0.0385582608961337	chr11	842545.0	842546.0	POLR2L	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.75	0.95	1.0	1.0	32	512909	23.951703	0.774881	3	25.33529	0	84	0.000576	3.31776e-07	573.684076600209	0.774881	0.003033
TAPseq	chr11	329319	329921	PSMD13|chr11:329319-329921:.	0.0028674605525353	chr11	236546.0	236547.0	PSMD13	False	1.0	0.95	True	K562	Schraivogel et al., 2020	False	0.65	0.9	1.0	1.0	7	92813	23.951703	0.76902	3	25.33529	1	20	0.003965	1.5721225e-05	573.684076600209	0.76902	0.025342
TAPseq	chr11	329319	329921	RNH1|chr11:329319-329921:.	0.018856663460894	chr11	507300.0	507301.0	RNH1	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.65	0.85	0.95	1.0	6	177201	23.951703	0.937613	3	25.33529	0	29	0.002032	4.129024e-06	573.684076600209	0.937613	0.00801
TAPseq	chr11	334196	334635	CD151|chr11:334196-334635:.	-0.002479383310773	chr11	832843.0	832844.0	CD151	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.65	0.9	0.9	1.0	31	498536	6.366614	0.640351	1	3.831021	0	79	0.000663	4.39569e-07	40.533773824996	0.640351	0.00111
TAPseq	chr11	334196	334635	IFITM1|chr11:334196-334635:.	-0.229233845300871	chr11	313506.0	313507.0	IFITM1	True	8.17121764847331e-06	1.0	True	K562	Schraivogel et al., 2020	True	0.45	0.85	0.95	1.0	2	20425	6.366614	0.67011	1	3.831021	0	9	0.01279	0.0001635841	40.533773824996	0.67011	0.01344
TAPseq	chr11	334196	334635	POLR2L|chr11:334196-334635:.	-0.0451980755795347	chr11	842545.0	842546.0	POLR2L	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.75	0.9	1.0	1.0	32	508114	6.366614	0.774881	1	3.831021	0	83	0.000454	2.06116e-07	40.533773824996	0.774881	0.000635
TAPseq	chr11	334196	334635	PSMD13|chr11:334196-334635:.	-0.0349739357024983	chr11	236546.0	236547.0	PSMD13	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.75	0.95	0.95	1.0	7	97608	6.366614	0.76902	1	3.831021	1	21	0.003016	9.096256e-06	40.533773824996	0.76902	0.005123
TAPseq	chr11	334196	334635	RNH1|chr11:334196-334635:.	0.0289128432890402	chr11	507300.0	507301.0	RNH1	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.55	0.9	1.0	1.0	6	172406	6.366614	0.937613	1	3.831021	0	28	0.001741	3.031081e-06	40.533773824996	0.937613	0.001824
TAPseq	chr11	335788	336158	CD151|chr11:335788-336158:.	-0.0345749339791249	chr11	832843.0	832844.0	CD151	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.75	0.9	1.0	1.0	31	496978	3.831021	0.640351	1	6.366614	0	78	0.000511	2.61121e-07	14.676721902441	0.640351	0.000515
TAPseq	chr11	335788	336158	HRAS|chr11:335788-336158:.	0.0302742290713998	chr11	537287.0	537288.0	HRAS	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.5	0.9	0.95	1.0	7	199594	3.831021	0.752336	1	6.366614	0	31	0.001289	1.661521e-06	14.676721902441	0.752336	0.001164
TAPseq	chr11	335788	336158	IFITM1|chr11:335788-336158:.	-0.0983613494792515	chr11	313506.0	313507.0	IFITM1	False	0.887292314233208	1.0	True	K562	Schraivogel et al., 2020	False	0.45	0.85	0.9	1.0	2	21983	3.831021	0.67011	1	6.366614	0	10	0.010541	0.000111112681	14.676721902441	0.67011	0.006666
TAPseq	chr11	335788	336158	PKP3|chr11:335788-336158:.	-0.0169060033193557	chr11	392614.0	392615.0	PKP3	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.55	0.85	0.95	1.0	2	58209	3.831021	0.699582	1	6.366614	0	11	0.00289	8.3521e-06	14.676721902441	0.699582	0.00248
TAPseq	chr11	335788	336158	POLR2L|chr11:335788-336158:.	0.0089001870228777	chr11	842545.0	842546.0	POLR2L	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.85	1.0	1.0	1.0	32	506556	3.831021	0.774881	1	6.366614	0	82	0.00035	1.225e-07	14.676721902441	0.774881	0.000294
TAPseq	chr11	335788	336158	PSMD13|chr11:335788-336158:.	-0.0160468416163139	chr11	236546.0	236547.0	PSMD13	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.85	0.95	1.0	1.0	7	99166	3.831021	0.76902	1	6.366614	1	22	0.003159	9.979281e-06	14.676721902441	0.76902	0.00323
TAPseq	chr11	335788	336158	RNH1|chr11:335788-336158:.	0.0115720615747736	chr11	507300.0	507301.0	RNH1	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.65	0.8	0.95	1.0	6	170848	3.831021	0.937613	1	6.366614	0	27	0.001498	2.244004e-06	14.676721902441	0.937613	0.000945
TAPseq	chr11	341585	341795	CD151|chr11:341585-341795:.	0.0516855722867424	chr11	832843.0	832844.0	CD151	False	1.0	0.95	True	K562	Schraivogel et al., 2020	False	0.6	0.8	1.0	1.0	31	491261	1.930999	0.640351	1	1.702469	0	77	0.000489	2.39121e-07	3.728757138001	0.640351	0.000248
TAPseq	chr11	341585	341795	PSMD13|chr11:341585-341795:.	0.0300525148156423	chr11	236546.0	236547.0	PSMD13	False	1.0	0.95	True	K562	Schraivogel et al., 2020	False	0.5	0.8	0.85	1.0	7	104883	1.930999	0.76902	1	1.702469	1	23	0.003401	1.1566801e-05	3.728757138001	0.76902	0.001752
TAPseq	chr11	344951	345333	CD151|chr11:344951-345333:.	0.0099344708497888	chr11	832843.0	832844.0	CD151	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.55	0.8	0.95	1.0	31	487809	1.702469	0.640351	2	2.885574	0	76	0.000479	2.29441e-07	2.898400695961	0.640351	0.000214
TAPseq	chr11	344951	345333	POLR2L|chr11:344951-345333:.	0.0561417925186865	chr11	842545.0	842546.0	POLR2L	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.7	0.9	1.0	1.0	32	497387	1.702469	0.774881	2	2.885574	0	80	0.000495	2.45025e-07	2.898400695961	0.774881	0.000185
TAPseq	chr11	344951	345333	PSMD13|chr11:344951-345333:.	-0.0001459370403374	chr11	236546.0	236547.0	PSMD13	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.6	0.95	1.0	1.0	7	108335	1.702469	0.76902	2	2.885574	1	24	0.003974	1.5792676e-05	2.898400695961	0.76902	0.001805
TAPseq	chr11	344951	345333	RPLP2|chr11:344951-345333:.	0.0353024075376329	chr11	809647.0	809648.0	RPLP2	False	1.0	0.95	True	K562	Schraivogel et al., 2020	False	0.55	0.85	0.9	1.0	28	464793	1.702469	0.956017	2	2.885574	1	73	0.000424	1.79776e-07	2.898400695961	0.956017	0.000101
TAPseq	chr11	350704	351232	BET1L|chr11:350704-351232:.	-0.0327316130364948	chr11	207428.0	207429.0	BET1L	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.8	0.95	1.0	1.0	10	143546	7.719196	0.924619	3	20.144621	1	31	0.004985	2.4850225e-05	59.585986886416	0.924619	0.007704
TAPseq	chr11	350704	351232	CD151|chr11:350704-351232:.	-0.0032486228159003	chr11	832843.0	832844.0	CD151	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.95	0.95	0.95	1.0	31	481983	7.719196	0.640351	3	20.144621	0	74	0.000582	3.38724e-07	59.585986886416	0.640351	0.001181
TAPseq	chr11	350704	351232	CHID1|chr11:350704-351232:.	0.0111390322854654	chr11	915058.0	915059.0	CHID1	False	1.0	0.95	True	K562	Schraivogel et al., 2020	False	0.4	0.85	0.95	1.0	34	559906	7.719196	0.722086	3	20.144621	1	92	0.000246	6.0516e-08	59.585986886416	0.722086	0.000671
TAPseq	chr11	350704	351232	DEAF1|chr11:350704-351232:.	0.046417284801787	chr11	706715.0	706716.0	DEAF1	False	0.936922285189802	1.0	True	K562	Schraivogel et al., 2020	False	0.55	0.85	1.0	1.0	19	344786	7.719196	0.947881	3	20.144621	1	46	0.000858	7.36164e-07	59.585986886416	0.947881	0.001065
TAPseq	chr11	350704	351232	HRAS|chr11:350704-351232:.	-0.0048156644896649	chr11	537287.0	537288.0	HRAS	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.65	0.95	0.95	1.0	7	184599	7.719196	0.752336	3	20.144621	0	27	0.001521	2.313441e-06	59.585986886416	0.752336	0.002769
TAPseq	chr11	350704	351232	IFITM1|chr11:350704-351232:.	-0.385133882661536	chr11	313506.0	313507.0	IFITM1	True	4.76356357557974e-46	1.0	True	K562	Schraivogel et al., 2020	True	0.65	0.9	0.95	1.0	2	36978	7.719196	0.67011	3	20.144621	0	14	0.01576	0.0002483776	59.585986886416	0.67011	0.020081
TAPseq	chr11	350704	351232	IFITM2|chr11:350704-351232:.	-0.132883115762887	chr11	307631.0	307632.0	IFITM2	True	0.040015801227187	0.6	True	K562	Schraivogel et al., 2020	True	0.2	0.3	0.55	1.0	3	42862	7.719196	0.481513	3	20.144621	0	16	0.013607	0.000185150449	59.585986886416	0.481513	0.024006
TAPseq	chr11	350704	351232	PKP3|chr11:350704-351232:.	-0.0690294818195909	chr11	392614.0	392615.0	PKP3	False	1.0	0.95	True	K562	Schraivogel et al., 2020	False	0.65	0.85	0.95	1.0	2	43214	7.719196	0.699582	3	20.144621	0	7	0.003291	1.0830681e-05	59.585986886416	0.699582	0.005689
TAPseq	chr11	350704	351232	POLR2L|chr11:350704-351232:.	0.0042516872657614	chr11	842545.0	842546.0	POLR2L	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.95	0.95	1.0	1.0	32	491561	7.719196	0.774881	3	20.144621	0	78	0.000432	1.86624e-07	59.585986886416	0.774881	0.000732
TAPseq	chr11	350704	351232	PSMD13|chr11:350704-351232:.	-0.0080158089998412	chr11	236546.0	236547.0	PSMD13	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.85	1.0	1.0	1.0	7	114161	7.719196	0.76902	3	20.144621	1	26	0.005259	2.7657081e-05	59.585986886416	0.76902	0.010833
TAPseq	chr11	350704	351232	RNH1|chr11:350704-351232:.	-0.0171251286903453	chr11	507300.0	507301.0	RNH1	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.85	1.0	1.0	1.0	6	155853	7.719196	0.937613	3	20.144621	0	23	0.002381	5.669161e-06	59.585986886416	0.937613	0.003024
TAPseq	chr11	350704	351232	TSPAN4|chr11:350704-351232:.	-0.0010013952593518	chr11	842808.0	842809.0	TSPAN4	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.45	0.8	0.95	1.0	33	491855	7.719196	0.772422	3	20.144621	0	78	0.000432	1.86624e-07	59.585986886416	0.772422	0.000732
TAPseq	chr11	353334	354301	BET1L|chr11:353334-354301:.	-0.021203417109531	chr11	207428.0	207429.0	BET1L	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.75	0.9	1.0	1.0	10	146395	6.917751	0.924619	3	20.946066	1	32	0.004985	2.4850225e-05	47.855278898001	0.924619	0.006904
TAPseq	chr11	353334	354301	CD151|chr11:353334-354301:.	0.0011600574458645	chr11	832843.0	832844.0	CD151	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.8	1.0	1.0	1.0	31	479134	6.917751	0.640351	3	20.946066	0	73	0.000582	3.38724e-07	47.855278898001	0.640351	0.001059
TAPseq	chr11	353334	354301	IFITM1|chr11:353334-354301:.	-0.378918481326347	chr11	313506.0	313507.0	IFITM1	True	8.8714576958061e-40	1.0	True	K562	Schraivogel et al., 2020	True	0.6	0.7	0.9	1.0	2	39827	6.917751	0.67011	3	20.946066	0	15	0.01576	0.0002483776	47.855278898001	0.67011	0.017996
TAPseq	chr11	353334	354301	IFITM2|chr11:353334-354301:.	-0.168727776215034	chr11	307631.0	307632.0	IFITM2	True	0.0004924391253955	0.55	True	K562	Schraivogel et al., 2020	True	0.05	0.05	0.4	0.95	3	45711	6.917751	0.481513	3	20.946066	0	17	0.013607	0.000185150449	47.855278898001	0.481513	0.021514
TAPseq	chr11	353334	354301	PSMD13|chr11:353334-354301:.	-0.0128431008196936	chr11	236546.0	236547.0	PSMD13	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.85	1.0	1.0	1.0	7	117010	6.917751	0.76902	3	20.946066	1	27	0.005259	2.7657081e-05	47.855278898001	0.76902	0.009708
TAPseq	chr11	353334	354301	RNH1|chr11:353334-354301:.	0.0243200796141669	chr11	507300.0	507301.0	RNH1	False	1.0	0.95	True	K562	Schraivogel et al., 2020	False	0.75	0.85	0.9	1.0	6	153004	6.917751	0.937613	3	20.946066	0	22	0.002381	5.669161e-06	47.855278898001	0.937613	0.00271
TAPseq	chr11	355350	355535	CD151|chr11:355350-355535:.	0.045091101442583	chr11	832843.0	832844.0	CD151	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.75	0.9	1.0	1.0	31	477509	12.272295	0.640351	3	15.410426	0	72	0.000508	2.58064e-07	150.609224567025	0.640351	0.001641
TAPseq	chr11	355350	355535	CHID1|chr11:355350-355535:.	-0.0166043578082448	chr11	915058.0	915059.0	CHID1	False	1.0	0.95	True	K562	Schraivogel et al., 2020	False	0.55	0.8	0.9	1.0	34	555432	12.272295	0.722086	3	15.410426	1	90	0.000369	1.36161e-07	150.609224567025	0.722086	0.001601
TAPseq	chr11	355350	355535	DEAF1|chr11:355350-355535:.	0.0027858639825995	chr11	706715.0	706716.0	DEAF1	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.65	0.85	0.95	1.0	19	340312	12.272295	0.947881	3	15.410426	1	44	0.000734	5.38756e-07	150.609224567025	0.947881	0.001449
TAPseq	chr11	355350	355535	HRAS|chr11:355350-355535:.	-0.0133927035400312	chr11	537287.0	537288.0	HRAS	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.7	0.9	0.95	1.0	7	180125	12.272295	0.752336	3	15.410426	0	25	0.001873	3.508129e-06	150.609224567025	0.752336	0.005419
TAPseq	chr11	355350	355535	IFITM1|chr11:355350-355535:.	-0.510633365260758	chr11	313506.0	313507.0	IFITM1	True	3.70689916212399e-75	0.95	True	K562	Schraivogel et al., 2020	True	0.55	0.85	0.95	1.0	2	41452	12.272295	0.67011	3	15.410426	0	16	0.014646	0.000214505316	150.609224567025	0.67011	0.029667
TAPseq	chr11	355350	355535	IFITM2|chr11:355350-355535:.	-0.21097724036053	chr11	307631.0	307632.0	IFITM2	True	1.74325439395277e-07	0.7	True	K562	Schraivogel et al., 2020	True	0.2	0.15	0.35	1.0	3	47336	12.272295	0.481513	3	15.410426	0	18	0.019331	0.000373687561	150.609224567025	0.481513	0.054221
TAPseq	chr11	355350	355535	POLR2L|chr11:355350-355535:.	0.0200701441605071	chr11	842545.0	842546.0	POLR2L	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.85	0.95	1.0	1.0	32	487087	12.272295	0.774881	3	15.410426	0	76	0.000463	2.14369e-07	150.609224567025	0.774881	0.001248
TAPseq	chr11	355350	355535	PSMD13|chr11:355350-355535:.	-0.0592275494182599	chr11	236546.0	236547.0	PSMD13	False	0.806180957917178	1.0	True	K562	Schraivogel et al., 2020	False	0.65	0.9	1.0	1.0	7	118635	12.272295	0.76902	3	15.410426	1	28	0.007366	5.4257956e-05	150.609224567025	0.76902	0.024121
TAPseq	chr11	355350	355535	RNH1|chr11:355350-355535:.	0.0104009355191821	chr11	507300.0	507301.0	RNH1	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.6	0.85	1.0	1.0	6	151379	12.272295	0.937613	3	15.410426	0	21	0.00303	9.1809e-06	150.609224567025	0.937613	0.006119
TAPseq	chr11	355350	355535	RPLP2|chr11:355350-355535:.	-0.0273162338022896	chr11	809647.0	809648.0	RPLP2	False	1.0	1.0	True	K562	Schraivogel et al., 2020	False	0.8	1.0	1.0	1.0	28	454493	12.272295	0.956017	3	15.410426	1	69	0.000546	2.98116e-07	150.609224567025	0.956017	0.000938
