gene_name	en_chr	en_start	en_end	tss_start	labels	ABC_score	strand	en_center	en_tss_center	distance
BAX	chr19	49357245	49357765	49458116	0	0.0015676327178444	+	49357505	-100611	100611
BAX	chr19	49361765	49362265	49458116	0	0.000875704414349351	+	49362015	-96101	96101
BAX	chr19	49362425	49362945	49458116	0	0.00463790650711598	+	49362685	-95431	95431
BAX	chr19	49363225	49363765	49458116	0	0.008741770286785041	+	49363495	-94621	94621
BAX	chr19	49370285	49370805	49458116	0	0.00197762851621561	+	49370545	-87571	87571
BAX	chr19	49375325	49375898	49458116	0	0.0394593969920055	+	49375611	-82505	82505
BAX	chr19	49376085	49376585	49458116	1	0.0302211723754044	+	49376335	-81781	81781
BAX	chr19	49376745	49377245	49458116	1	0.0309764396509899	+	49376995	-81121	81121
BAX	chr19	49377625	49378145	49458116	0	0.0167109996943733	+	49377885	-80231	80231
BAX	chr19	49378405	49379925	49458116	0	0.024020502623388	+	49379165	-78951	78951
BAX	chr19	49381225	49382185	49458116	0	0.0222858434171885	+	49381705	-76411	76411
BAX	chr19	49391365	49391905	49458116	0	0.000983370688220197	+	49391635	-66481	66481
BAX	chr19	49393745	49394245	49458116	0	0.00194554610848886	+	49393995	-64121	64121
BAX	chr19	49395065	49395625	49458116	0	0.00761910242815113	+	49395345	-62771	62771
BAX	chr19	49399345	49399905	49458116	0	0.00222747767116607	+	49399625	-58491	58491
BAX	chr19	49401746	49402745	49458116	1	0.009245449177321891	+	49402245	-55871	55871
BAX	chr19	49403056	49403725	49458116	0	0.0159482614187043	+	49403390	-54726	54726
BAX	chr19	49421898	49422585	49458116	0	0.0053602597986373395	+	49422241	-35875	35875
BAX	chr19	49430065	49430565	49458116	0	0.00996779208466074	+	49430315	-27801	27801
BAX	chr19	49436585	49437188	49458116	0	0.0211262669709398	+	49436886	-21230	21230
BAX	chr19	49446285	49446805	49458116	0	0.00429938761751139	+	49446545	-11571	11571
BAX	chr19	49454265	49454865	49458116	0	0.0237978022843305	+	49454565	-3551	3551
BAX	chr19	49467725	49468815	49458116	0	0.0867920823225291	+	49468270	10154	10154
BAX	chr19	49469005	49469505	49458116	0	0.0287246737168262	+	49469255	11139	11139
BAX	chr19	49470805	49471705	49458116	0	0.0274356123035307	+	49471255	13139	13139
BAX	chr19	49473045	49473565	49458116	0	0.00912430718337973	+	49473305	15189	15189
BAX	chr19	49474085	49474605	49458116	0	0.00558390842540874	+	49474345	16229	16229
BAX	chr19	49479345	49479885	49458116	0	0.004167977268853071	+	49479615	21499	21499
BAX	chr19	49482085	49482585	49458116	0	0.00277783394692869	+	49482335	24219	24219
BAX	chr19	49486785	49487285	49458116	0	0.000407792620422233	+	49487035	28919	28919
BAX	chr19	49495365	49495905	49458116	0	0.0022688032601637102	+	49495635	37519	37519
BAX	chr19	49496360	49497345	49458116	0	0.0132009323116188	+	49496852	38736	38736
BAX	chr19	49520885	49521385	49458116	0	0.00047239240470242004	+	49521135	63019	63019
BAX	chr19	49522305	49523045	49458116	0	0.000329077381323995	+	49522675	64559	64559
BAX	chr19	49534785	49535418	49458116	0	0.000117192326860606	+	49535101	76985	76985
BAX	chr19	49539941	49540505	49458116	0	0.000504079346399762	+	49540223	82107	82107
BAX	chr19	49541805	49542325	49458116	0	0.00014154459651465602	+	49542065	83949	83949
BAX	chr19	49558747	49559725	49458116	0	0.000165545801700087	+	49559236	101120	101120
BAX	chr19	49574965	49575505	49458116	0	6.197053421599e-05	+	49575235	117119	117119
BAX	chr19	49577085	49577585	49458116	0	0.0003505611430474	+	49577335	119219	119219
BAX	chr19	49578045	49578565	49458116	0	3.13152808784705e-05	+	49578305	120189	120189
BAX	chr19	49584465	49584965	49458116	0	0.000216820608824199	+	49584715	126599	126599
BAX	chr19	49588146	49588845	49458116	0	0.009715901032241441	+	49588495	130379	130379
BCAT2	chr19	49184245	49184745	49314320	0	0.00165883310433516	-	49184495	-129825	129825
BCAT2	chr19	49188705	49189225	49314320	0	0.000233979319364648	-	49188965	-125355	125355
BCAT2	chr19	49201245	49201785	49314320	0	0.00276862625882167	-	49201515	-112805	112805
BCAT2	chr19	49217245	49217905	49314320	0	0.00372748593773935	-	49217575	-96745	96745
BCAT2	chr19	49223765	49224305	49314320	0	0.00768583240301037	-	49224035	-90285	90285
BCAT2	chr19	49228065	49228565	49314320	0	0.0035519445934550703	-	49228315	-86005	86005
BCAT2	chr19	49240545	49241065	49314320	0	0.00535961600588959	-	49240805	-73515	73515
BCAT2	chr19	49241785	49242285	49314320	0	0.00584165592065965	-	49242035	-72285	72285
BCAT2	chr19	49243720	49245145	49314320	0	0.008971514110812059	-	49244432	-69888	69888
BCAT2	chr19	49248365	49248885	49314320	0	0.0012215862516609301	-	49248625	-65695	65695
BCAT2	chr19	49249985	49250765	49314320	0	0.007120395721223409	-	49250375	-63945	63945
BCAT2	chr19	49251085	49251625	49314320	0	0.00571494286392566	-	49251355	-62965	62965
BCAT2	chr19	49256667	49257845	49314320	0	0.005279077775395271	-	49257256	-57064	57064
BCAT2	chr19	49258505	49259065	49314320	0	0.000924180855908069	-	49258785	-55535	55535
BCAT2	chr19	49269005	49269505	49314320	0	0.00151474898494821	-	49269255	-45065	45065
BCAT2	chr19	49277645	49278145	49314320	0	0.0010051748777749699	-	49277895	-36425	36425
BCAT2	chr19	49284045	49284685	49314320	0	0.0158996360556245	-	49284365	-29955	29955
BCAT2	chr19	49287765	49288285	49314320	0	0.0049092815298565394	-	49288025	-26295	26295
BCAT2	chr19	49291305	49291865	49314320	0	0.0017752769330014	-	49291585	-22735	22735
BCAT2	chr19	49315365	49315905	49314320	1	0.0227331908245167	-	49315635	1315	1315
BCAT2	chr19	49319185	49319685	49314320	0	0.00761450693145151	-	49319435	5115	5115
BCAT2	chr19	49322685	49323205	49314320	0	0.00261472727559695	-	49322945	8625	8625
BCAT2	chr19	49333325	49333845	49314320	0	0.0	-	49333585	19265	19265
BCAT2	chr19	49338885	49339405	49314320	0	0.0151406137328788	-	49339145	24825	24825
BCAT2	chr19	49345685	49346405	49314320	0	0.00376996809252331	-	49346045	31725	31725
BCAT2	chr19	49347645	49348165	49314320	0	0.0023869407082825	-	49347905	33585	33585
BCAT2	chr19	49357245	49357765	49314320	0	0.00224663646553382	-	49357505	43185	43185
BCAT2	chr19	49361765	49362265	49314320	0	0.00143544094138864	-	49362015	47695	47695
BCAT2	chr19	49362425	49362945	49314320	0	0.00760238360519576	-	49362685	48365	48365
BCAT2	chr19	49363225	49363765	49314320	0	0.0143293727475262	-	49363495	49175	49175
BCAT2	chr19	49370285	49370805	49314320	0	0.00274298004074454	-	49370545	56225	56225
BCAT2	chr19	49375325	49375898	49314320	0	0.0256940582479816	-	49375611	61291	61291
BCAT2	chr19	49376085	49376585	49314320	0	0.0196785714564582	-	49376335	62015	62015
BCAT2	chr19	49376745	49377245	49314320	0	0.0201703651190836	-	49376995	62675	62675
BCAT2	chr19	49377625	49378145	49314320	0	0.010881397899116999	-	49377885	63565	63565
BCAT2	chr19	49378405	49379925	49314320	0	0.0156409940495585	-	49379165	64845	64845
BCAT2	chr19	49381225	49382185	49314320	0	0.0206124955593108	-	49381705	67385	67385
BCAT2	chr19	49391365	49391905	49314320	0	0.00061725806068482	-	49391635	77315	77315
BCAT2	chr19	49393745	49394245	49314320	0	0.00122121193186289	-	49393995	79675	79675
BCAT2	chr19	49395065	49395625	49314320	0	0.00821149886904947	-	49395345	81025	81025
BCAT2	chr19	49399345	49399905	49314320	0	0.0024006673423934604	-	49399625	85305	85305
BCAT2	chr19	49403056	49403725	49314320	0	0.0106062339625948	-	49403390	89070	89070
BCAT2	chr19	49421898	49422585	49314320	0	0.00155281190839365	-	49422241	107921	107921
BCAT2	chr19	49430065	49430565	49314320	0	0.0036086274064528797	-	49430315	115995	115995
BCAT2	chr19	49436585	49437188	49314320	0	0.00481578895869922	-	49436886	122566	122566
C19orf43	chr19	12721373	12721981	12845589	0	0.00473262876418933		12721677	-123912	123912
C19orf43	chr19	12750825	12751345	12845589	0	0.00046311267525628704		12751085	-94504	94504
C19orf43	chr19	12758305	12758885	12845589	0	0.000355469591253577		12758595	-86994	86994
C19orf43	chr19	12777325	12777867	12845589	0	0.0024801100510782		12777596	-67993	67993
C19orf43	chr19	12780145	12780725	12845589	0	0.012814959035005		12780435	-65154	65154
C19orf43	chr19	12782725	12783305	12845589	0	0.000443103149736197		12783015	-62574	62574
C19orf43	chr19	12787065	12787585	12845589	0	0.000803909077884716		12787325	-58264	58264
C19orf43	chr19	12791925	12792425	12845589	0	0.0148550635802249		12792175	-53414	53414
C19orf43	chr19	12792451	12792985	12845589	0	0.0106876732615484		12792718	-52871	52871
C19orf43	chr19	12807205	12807765	12845589	0	0.00456391731606858		12807485	-38104	38104
C19orf43	chr19	12813805	12814305	12845589	0	0.00135123204118349		12814055	-31534	31534
C19orf43	chr19	12827685	12828205	12845589	0	0.00491150417179396		12827945	-17644	17644
C19orf43	chr19	12832705	12833225	12845589	0	0.0119012328120501		12832965	-12624	12624
C19orf43	chr19	12833305	12833805	12845589	0	0.023739689970276003		12833555	-12034	12034
C19orf43	chr19	12834545	12835060	12845589	0	0.0202689281716277		12834802	-10787	10787
C19orf43	chr19	12847665	12848522	12845589	1	0.322785872619292		12848093	2504	2504
C19orf43	chr19	12868285	12868805	12845589	0	0.00586952849387528		12868545	22956	22956
C19orf43	chr19	12871305	12871845	12845589	0	0.00155328762731698		12871575	25986	25986
C19orf43	chr19	12876785	12877345	12845589	0	0.00179894009627355		12877065	31476	31476
C19orf43	chr19	12886184	12886825	12845589	0	0.00412446008898474		12886504	40915	40915
C19orf43	chr19	12888325	12888845	12845589	0	0.00268272950791079		12888585	42996	42996
C19orf43	chr19	12889945	12890545	12845589	0	0.005376332505653329		12890245	44656	44656
C19orf43	chr19	12893105	12893985	12845589	0	0.0113359471316513		12893545	47956	47956
C19orf43	chr19	12895265	12895785	12845589	0	0.0166016026022904		12895525	49936	49936
C19orf43	chr19	12900645	12901165	12845589	0	0.006943194983996879		12900905	55316	55316
C19orf43	chr19	12902005	12902559	12845589	0	0.00930657274753217		12902282	56693	56693
C19orf43	chr19	12904165	12904665	12845589	0	0.00545802034576514		12904415	58826	58826
C19orf43	chr19	12906845	12907745	12845589	0	0.0114153988263701		12907295	61706	61706
C19orf43	chr19	12912425	12912974	12845589	0	0.008182077863615791		12912699	67110	67110
C19orf43	chr19	12916645	12917677	12845589	0	0.0128108265466934		12917161	71572	71572
C19orf43	chr19	12925705	12926305	12845589	0	0.000873736843457456		12926005	80416	80416
C19orf43	chr19	12935945	12936745	12845589	0	0.00352524430115035		12936345	90756	90756
C19orf43	chr19	12939125	12939705	12845589	0	0.000473292111780707		12939415	93826	93826
C19orf43	chr19	12941239	12941805	12845589	0	0.0016787807430457		12941522	95933	95933
C19orf43	chr19	12943165	12943725	12845589	0	0.000861538804491946		12943445	97856	97856
C19orf43	chr19	12946045	12946545	12845589	0	0.000574098143192658		12946295	100706	100706
C19orf43	chr19	12947025	12947525	12845589	0	0.0023872401580381604		12947275	101686	101686
C19orf43	chr19	12948705	12949508	12845589	0	0.00201671938019389		12949106	103517	103517
C19orf43	chr19	12951265	12951825	12845589	0	0.00501521866730613		12951545	105956	105956
C19orf43	chr19	12951925	12952425	12845589	0	0.00293359886846924		12952175	106586	106586
C19orf43	chr19	12958325	12958825	12845589	0	0.000997370694351693		12958575	112986	112986
CALR	chr19	12935945	12936745	13049413	0	0.0019238241036620602	+	12936345	-113068	113068
CALR	chr19	12939125	12939705	13049413	0	0.00025828870141559197	+	12939415	-109998	109998
CALR	chr19	12941239	12941805	13049413	0	0.00134288383513664	+	12941522	-107891	107891
CALR	chr19	12943165	12943725	13049413	0	0.000689158806882792	+	12943445	-105968	105968
CALR	chr19	12946045	12946545	13049413	0	0.000440467657926631	+	12946295	-103118	103118
CALR	chr19	12947025	12947525	13049413	0	0.0018315719947671	+	12947275	-102138	102138
CALR	chr19	12948705	12949508	13049413	0	0.00154729582846107	+	12949106	-100307	100307
CALR	chr19	12951265	12951825	13049413	0	0.00488205723167766	+	12951545	-97868	97868
CALR	chr19	12951925	12952425	13049413	0	0.00285570750165208	+	12952175	-97238	97238
CALR	chr19	12958325	12958825	13049413	0	0.0006986620934006441	+	12958575	-90838	90838
CALR	chr19	12977965	12978745	13049413	0	0.005102166394114979	+	12978355	-71058	71058
CALR	chr19	12983025	12983525	13049413	0	0.00149482136642254	+	12983275	-66138	66138
CALR	chr19	12983645	12984185	13049413	0	0.0027427098555557	+	12983915	-65498	65498
CALR	chr19	12992085	12992645	13049413	0	0.00928306192119568	+	12992365	-57048	57048
CALR	chr19	12993385	12993885	13049413	0	0.00195718663500149	+	12993635	-55778	55778
CALR	chr19	12994425	12994945	13049413	0	0.0101037295595343	+	12994685	-54728	54728
CALR	chr19	12995825	12996325	13049413	0	0.0246013967661761	+	12996075	-53338	53338
CALR	chr19	12996905	12998745	13049413	1	0.0618533943202559	+	12997825	-51588	51588
CALR	chr19	13001505	13002192	13049413	0	0.0207845295270873	+	13001848	-47565	47565
CALR	chr19	13019305	13019805	13049413	0	0.0031143998493093	+	13019555	-29858	29858
CALR	chr19	13029836	13030425	13049413	0	0.0571656540181444	+	13030130	-19283	19283
CALR	chr19	13044308	13044885	13049413	0	0.145561769243298	+	13044596	-4817	4817
CALR	chr19	13044985	13045485	13049413	0	0.0665971899258469	+	13045235	-4178	4178
CALR	chr19	13047265	13047765	13049413	0	0.00678898212833181	+	13047515	-1898	1898
CALR	chr19	13067818	13068345	13049413	0	0.00530887844499127	+	13068081	18668	18668
CALR	chr19	13075665	13076805	13049413	0	0.0152285197638714	+	13076235	26822	26822
CALR	chr19	13085005	13085525	13049413	0	0.0009218717203977089	+	13085265	35852	35852
CALR	chr19	13088545	13089065	13049413	0	0.00131356737746636	+	13088805	39392	39392
CALR	chr19	13094325	13094825	13049413	0	0.00022875395251584	+	13094575	45162	45162
CALR	chr19	13095965	13096465	13049413	0	0.00260437404883462	+	13096215	46802	46802
CALR	chr19	13107305	13107805	13049413	0	0.000277976529476343	+	13107555	58142	58142
CALR	chr19	13123985	13124525	13049413	0	0.000399736516817573	+	13124255	74842	74842
CALR	chr19	13127205	13127805	13049413	0	0.000543002875956394	+	13127505	78092	78092
CALR	chr19	13133545	13134045	13049413	0	0.00110346540272819	+	13133795	84382	84382
CALR	chr19	13144765	13145325	13049413	0	0.000181165768633842	+	13145045	95632	95632
CALR	chr19	13162305	13162805	13049413	0	0.00042217468572730403	+	13162555	113142	113142
CALR	chr19	13172085	13172605	13049413	0	0.000376492058024919	+	13172345	122932	122932
CCDC26	chr8	130594026	130594707	130587264	1	0.15550419331183	-	130594366	7102	7102
CCDC26	chr8	130701606	130701940	130587264	1	0.0108255121559012	-	130701773	114509	114509
CCDC26	chr8	130704704	130705463	130587264	1	0.0280948118647123	-	130705083	117819	117819
CNBP	chr3	128772125	128772685	128902810	0	0.0006227041111983321	-	128772405	-130405	130405
CNBP	chr3	128773385	128773905	128902810	0	0.00201872067315019	-	128773645	-129165	129165
CNBP	chr3	128775585	128776145	128902810	0	0.00338806967498355	-	128775865	-126945	126945
CNBP	chr3	128820445	128820965	128902810	0	0.00045569622681220195	-	128820705	-82105	82105
CNBP	chr3	128823345	128823885	128902810	0	0.000534228101478462	-	128823615	-79195	79195
CNBP	chr3	128825105	128825625	128902810	0	0.00114898265157137	-	128825365	-77445	77445
CNBP	chr3	128831125	128831645	128902810	0	0.0017774972958235398	-	128831385	-71425	71425
CNBP	chr3	128838345	128838865	128902810	0	0.0051475631640965705	-	128838605	-64205	64205
CNBP	chr3	128839305	128839805	128902810	0	0.007940524058191891	-	128839555	-63255	63255
CNBP	chr3	128840397	128841185	128902810	0	0.00878610089854328	-	128840791	-62019	62019
CNBP	chr3	128879325	128880805	128902810	0	0.16804901828626997	-	128880065	-22745	22745
CNBP	chr3	128914485	128915005	128902810	0	0.0483425579310417	-	128914745	11935	11935
CNBP	chr3	128930565	128931065	128902810	0	0.0076851193161868794	-	128930815	28005	28005
CNBP	chr3	128945145	128945685	128902810	0	0.0116506752607627	-	128945415	42605	42605
CNBP	chr3	128947965	128948485	128902810	0	0.0483025914149936	-	128948225	45415	45415
CNBP	chr3	128949025	128949945	128902810	0	0.0170690147866781	-	128949485	46675	46675
CNBP	chr3	128957705	128958225	128902810	0	0.0130556739619427	-	128957965	55155	55155
CNBP	chr3	128964465	128965005	128902810	0	0.0038332813498146204	-	128964735	61925	61925
CNBP	chr3	128968125	128968702	128902810	0	0.0473760898430337	-	128968413	65603	65603
CNBP	chr3	128997445	128998066	128902810	0	0.00447740391477248	-	128997755	94945	94945
CNBP	chr3	128998365	128998905	128902810	0	0.00405718391743903	-	128998635	95825	95825
CNBP	chr3	129024465	129024965	128902810	0	0.0013837690258105301	-	129024715	121905	121905
COPZ1	chr12	54589485	54589985	54718873	0	0.000191498780839947	+	54589735	-129138	129138
COPZ1	chr12	54591285	54591785	54718873	0	0.00019405363591808798	+	54591535	-127338	127338
COPZ1	chr12	54595045	54595565	54718873	0	0.000492401286796741	+	54595305	-123568	123568
COPZ1	chr12	54601485	54602005	54718873	0	0.000133033740882175	+	54601745	-117128	117128
COPZ1	chr12	54603585	54604125	54718873	0	0.000151462351344396	+	54603855	-115018	115018
COPZ1	chr12	54608405	54608905	54718873	0	0.00100502117602192	+	54608655	-110218	110218
COPZ1	chr12	54609345	54609845	54718873	0	0.00015796423026871202	+	54609595	-109278	109278
COPZ1	chr12	54609905	54611245	54718873	0	0.00742857608613635	+	54610575	-108298	108298
COPZ1	chr12	54613765	54614305	54718873	0	0.00332665850035344	+	54614035	-104838	104838
COPZ1	chr12	54621105	54621625	54718873	0	0.0010829044489359	+	54621365	-97508	97508
COPZ1	chr12	54621725	54622225	54718873	0	0.0002642369052026	+	54621975	-96898	96898
COPZ1	chr12	54635065	54635585	54718873	0	0.0004899932263050821	+	54635325	-83548	83548
COPZ1	chr12	54645365	54645945	54718873	0	0.00037007468536205803	+	54645655	-73218	73218
COPZ1	chr12	54653079	54653685	54718873	0	0.00675677319066896	+	54653382	-65491	65491
COPZ1	chr12	54655565	54656105	54718873	0	0.00197138629951265	+	54655835	-63038	63038
COPZ1	chr12	54656205	54656725	54718873	0	0.0044425180754722	+	54656465	-62408	62408
COPZ1	chr12	54659645	54660145	54718873	0	0.000330195332708136	+	54659895	-58978	58978
COPZ1	chr12	54673305	54675605	54718873	0	0.15585842491521698	+	54674455	-44418	44418
COPZ1	chr12	54676805	54677305	54718873	0	0.0058572911362059	+	54677055	-41818	41818
COPZ1	chr12	54679625	54680125	54718873	0	0.0122573006570725	+	54679875	-38998	38998
COPZ1	chr12	54680325	54680885	54718873	0	0.00724615047081535	+	54680605	-38268	38268
COPZ1	chr12	54680945	54681885	54718873	0	0.0176238008052313	+	54681415	-37458	37458
COPZ1	chr12	54681925	54682925	54718873	0	0.0109024351310628	+	54682425	-36448	36448
COPZ1	chr12	54685785	54686585	54718873	0	0.0148738265606194	+	54686185	-32688	32688
COPZ1	chr12	54687885	54688405	54718873	0	0.0293404584244802	+	54688145	-30728	30728
COPZ1	chr12	54688465	54688965	54718873	0	0.0319314906935133	+	54688715	-30158	30158
